intent,query,answer
호텔관광경영학전공,3학년 전공,"호텔관광경영학전공 3학년 전공수업 목록은 아래와 같습니다.
[1학기] 호텔관광재무관리(전선·3), 호텔관광e-Business전략(전선·3), MICE산업론(전선·3), 여가공간계획론(전선·3), 서비스스케줄링(전선·3), 카지노산업론(전선·3), 기초카지노경영실무(전선·3), 문화관광경영론(전선·3), 세계주류문화의이해(전선·3), 여행사경영론(전선·3), 관광교과교육론(전선·3), 호텔관광커리어멘토링1(전선·3), Hospitality Internship 2(전선·3), 식음료경영론(전선·3), 마케팅커뮤니케이션(전선·3), HTM-스마트/AI알고리즘(전선·3), HTM-스마트의사결정체계(전선·3), TPDM-빅데이터플랫폼경영(전선·3)
[2학기] 호텔관광전략경영론(전선·3), 리조트경영론(전선·3), 서비스마케팅(전선·3), 카지노운영관리(전선·3), 고급카지노경영실무(전선·3), 관광행동론(전선·3), 와인과소몰리에론(전선·3), 크루즈경영론(전선·3), 국제회의및이벤트기획(전선·3), 레저스포츠경영론(전선·3), 관광교과교재연구및지도법(전선·3), 관광논리및논술(전선·3), 호텔관광커리어멘토링2(전선·3), Hospitality Internship 3(전선·3), 호텔관광경제학(전선·3), HTM-호스피탈리티스마트서비스(전선·3), HTM-데이터마이닝(전선·3), TPDM-디지털마케팅(전선·3)"
호텔관광경영학전공,4학년 전공,"호텔관광경영학전공 4학년 전공수업 목록은 아래와 같습니다.
[1학기] 졸업연구및진로1(전선·1), 호텔관광입지분석(전선·3), 호텔관광자산관리(전선·3), 호텔관광데이터분석(전선·3), 호텔관광의사결정방법론(전선·3), 호텔관광프로젝트관리론(전선·3), 호텔관광사례연구세미나(전선·3), 호텔관광기업가정신과리더쉽(전선·3), Hospitality Internship 4(전선·3), 관광개발론(전선·3), 호텔관광가격전략(전선·3), 호텔관광특수논제1(전선·3), 호텔관광연구방법론(전선·3)
[2학기] 졸업연구및진로2(전선·1), 호텔관광수익관리(전선·3), 관광법규(전선·3), 경영분석세미나(전선·3), Hospitality창업론(전선·3), 국제호텔관광세미나(전선·3), 특수목적관광론(전선·3), 호텔관광특수논제2(전선·3), HTM-캡스톤디자인(전선·3), Special Topics in Hospitality and Tourism(전선·3), TPDM-AI for Business(전선·3), TPDM-캡스톤디자인(전선·3)"
호텔관광경영학전공,전공,"호텔관광경영학전공 전학년 전공수업 목록은 아래와 같습니다.
[1학년 1학기] 경영학원론(전필·3), 경제학원론(전필·3), 호텔관광산업의이해(전선·3)
[1학년 2학기] 회계원리(전필·3), 외식식품산업의이해(전선·3)
[2학년 1학기] 호텔경영론(전필·3), 관광경영론(전필·3), 호텔관광마케팅(전필·3), 호텔관광관리회계(전선·3), 호텔경영정보시스템(전선·3), 축제경영연구(전선·3), 관광자원론(전선·3), HTM-컴퓨터프로그래밍(전선·3)
[2학년 2학기] 호텔관광경영통계원론(전필·3), 호텔관광조직인적자원관리론(전필·3), 호텔관광재무회계(전선·3), 마케팅조사론(전선·3), 호텔관광프랜차이즈경영론(전선·3), 서비스경영론(전선·3), 여가사회학(전선·3), Hospitality Internship 1(전선·3), 서비스운영관리(전선·3)
[3학년 1학기] 호텔관광재무관리(전선·3), 호텔관광e-Business전략(전선·3), MICE산업론(전선·3), 여가공간계획론(전선·3), 서비스스케줄링(전선·3), 카지노산업론(전선·3), 기초카지노경영실무(전선·3), 문화관광경영론(전선·3), 세계주류문화의이해(전선·3), 여행사경영론(전선·3), 관광교과교육론(전선·3), 호텔관광커리어멘토링1(전선·3), Hospitality Internship 2(전선·3), 식음료경영론(전선·3), 마케팅커뮤니케이션(전선·3), HTM-스마트/AI알고리즘(전선·3), HTM-스마트의사결정체계(전선·3), TPDM-빅데이터플랫폼경영(전선·3)
[3학년 2학기] 호텔관광전략경영론(전선·3), 리조트경영론(전선·3), 서비스마케팅(전선·3), 카지노운영관리(전선·3), 고급카지노경영실무(전선·3), 관광행동론(전선·3), 와인과소몰리에론(전선·3), 크루즈경영론(전선·3), 국제회의및이벤트기획(전선·3), 레저스포츠경영론(전선·3), 관광교과교재연구및지도법(전선·3), 관광논리및논술(전선·3), 호텔관광커리어멘토링2(전선·3), Hospitality Internship 3(전선·3), 호텔관광경제학(전선·3), HTM-호스피탈리티스마트서비스(전선·3), HTM-데이터마이닝(전선·3), TPDM-디지털마케팅(전선·3)
[4학년 1학기] 졸업연구및진로1(전선·1), 호텔관광입지분석(전선·3), 호텔관광자산관리(전선·3), 호텔관광데이터분석(전선·3), 호텔관광의사결정방법론(전선·3), 호텔관광프로젝트관리론(전선·3), 호텔관광사례연구세미나(전선·3), 호텔관광기업가정신과리더쉽(전선·3), Hospitality Internship 4(전선·3), 관광개발론(전선·3), 호텔관광가격전략(전선·3), 호텔관광특수논제1(전선·3), 호텔관광연구방법론(전선·3)
[4학년 2학기] 졸업연구및진로2(전선·1), 호텔관광수익관리(전선·3), 관광법규(전선·3), 경영분석세미나(전선·3), Hospitality창업론(전선·3), 국제호텔관광세미나(전선·3), 특수목적관광론(전선·3), 호텔관광특수논제2(전선·3), HTM-캡스톤디자인(전선·3), Special Topics in Hospitality and Tourism(전선·3), TPDM-AI for Business(전선·3), TPDM-캡스톤디자인(전선·3)"
외식경영학전공,조교실 정보 좀,"외식경영학전공 조교실 정보는 아래와 같습니다.
위치 : 광개토관 517호 / 전화 : 02-3408-3313"
외식경영학전공,과사무실,"외식경영학전공 과사무실 정보는 아래와 같습니다.
위치 : 광개토관 517호 / 전화 : 02-3408-3313"
외식경영학전공,과사무실 위치,외식경영학전공 과사무실 위치는 광개토관 517호입니다.
외식경영학전공,과사무실 전화번호,외식경영학전공 과사무실 전화번호는 02-3408-3313입니다.
외식경영학전공,홈페이지,"외식경영학전공 홈페이지입니다.
외식경영학전공 : http://home.sejong.ac.kr/~hoteldpt/"
외식경영학전공,공지사항,"외식경영학전공에서 제공하는 공지사항입니다.
외식경영학전공 공지사항 : http://home.sejong.ac.kr/gobbslist.do?wslID=hoteldpt&menuID=32"
외식경영학전공,취업공고,"외식경영학전공에서 제공하는 취업공고입니다.
외식경영학전공 취업공고 : http://home.sejong.ac.kr/gobbslist.do?wslID=hoteldpt&menuID=14"
외식경영학전공,전공소개,본 학과의 교육목표는 외식산업의 발전에 기여할 경영자와 전문가를 양성하는 것으로 외식산업의 제반이론과 실무교육을 실시함으로써 조리기술 뿐만 아니라 식음료 운영과정으로써의 조리의 중요성과 경영기술을 배양토록 하여 미래의 경영자로서의 창조적 사고능력과 전문경영기술을 갖추도록 다양한 교과과정을 개설하여 교육 및 연구에 임하고 있습니다.
외식경영학전공,주전공,"전공필수과목은 21학점, 전공선택과목은 39점 이상 이수해야 하며, 전공학점은 60점 이상이어야 합니다."
외식경영학전공,복수전공,"전공필수과목은 15학점, 전공선택과목은 24점 이상 이수해야 하며, 전공학점은 39점 이상이어야 합니다."
외식경영학전공,복전,"전공필수과목은 15학점, 전공선택과목은 24점 이상 이수해야 하며, 전공학점은 39점 이상이어야 합니다."
외식경영학전공,부전공,외식경영학전공 전공과목 중에서 21학점 이상 이수해야 합니다.
외식경영학전공,2학년 전공,"외식경영학전공 2학년 전공수업 목록은 아래와 같습니다.
[1학기] 외식산업경영론(전필·3), 조리원리(전필·3), 외식영양과건강(전선·3), 주류학(전선·3), 외식경영통계(전선·3), 기초한국조리실습(전선·3), 외식식품공급사슬망관리(전선·3), 외식혁신상품기획(전선·3), SFM SW설계기초(전선·3), SFM지능형IoT기초(전선·3), SFM딥러닝기반빅데이터분석기초(전선·3), SFM외식데이터분석(전선·3)
[2학기] 기초서양조리실습(전필·3), 식품학(전필·3), 외식서비스마케팅(전선·3), 와인개론(전선·3), 바리스타및음료실습1(전선·3), 푸드코디론(전선·3), 급식경영(전선·3), SFM사회조사방법론(전선·3), SFM주방시설관리론(전선·3), SFM실감형콘텐츠제작기초(전선·3), SFM외식서비스앱설계(전선·3)"
외식경영학전공,3학년 전공,"외식경영학전공 3학년 전공수업 목록은 아래와 같습니다.
[1학기] 식품가공및저장학(전선·3), 식품평가관리(전선·3), 외식식품R&D(전선·3), 외국조리실습(전선·3), 한국전통조리실습(전선·3), 외식수익관리(전선·3), 외식관리회계(전선·3), 바리스타및음료실습2(전선·3), 외식빅데이터마이닝&시각화(전선·3)
[2학기] 식음료원가관리론(전선·3), 외식프랜차이즈경영론(전선·3), 외식마케팅컨설팅(전선·3), 식품위생관리(전선·3), 동양조리실습(전선·3), 제과제빵실습(전선·3), 글로벌식생활문화(전선·3), 메뉴계획과디자인(전선·3), 외식식품제조관리(전선·3), 발효식품가공학(전선·3)"
외식경영학전공,4학년 전공,"외식경영학전공 4학년 전공수업 목록은 아래와 같습니다.
[1학기] 졸업연구및진로1(전선·1), 레스토랑경영론(전선·3), 로봇기반레스토랑경영(전선·3), 외식경영과학(전선·3), 외식알고리즘마케팅(전선·3), 외식AI경영관리(전선·3), 음식평론(전선·3), SFM스마트FM캡스톤디자인F&B Capstone실습(전선·3)
[2학기] 졸업연구및진로2(전선·1), 외식기업사례연구(전선·3), 외식전략경영(전선·3), 외식비즈니스분석(전선·3), 외식식품재료학(전선·3), 외식사업스타트업(전선·3), 식품물성학(전선·3), SFM스마트FM캡스톤디자인(전선·3)"
외식경영학전공,전공,"외식경영학전공 전학년 전공수업 목록은 아래와 같습니다.
[1학년 1학기] 경영학원론(전필·3), 경제학원론(전필·3), 호텔관광산업의이해(전선·3)
[1학년 2학기] 회계원리(전필·3), 외식식품산업의이해(전선·3)
[2학년 1학기] 외식산업경영론(전필·3), 조리원리(전필·3), 외식영양과건강(전선·3), 주류학(전선·3), 외식경영통계(전선·3), 기초한국조리실습(전선·3), 외식식품공급사슬망관리(전선·3), 외식혁신상품기획(전선·3), SFM SW설계기초(전선·3), SFM지능형IoT기초(전선·3), SFM딥러닝기반빅데이터분석기초(전선·3), SFM외식데이터분석(전선·3)
[2학년 2학기] 기초서양조리실습(전필·3), 식품학(전필·3), 외식서비스마케팅(전선·3), 와인개론(전선·3), 바리스타및음료실습1(전선·3), 푸드코디론(전선·3), 급식경영(전선·3), SFM사회조사방법론(전선·3), SFM주방시설관리론(전선·3), SFM실감형콘텐츠제작기초(전선·3), SFM외식서비스앱설계(전선·3)
[3학년 1학기] 식품가공및저장학(전선·3), 식품평가관리(전선·3), 외식식품R&D(전선·3), 외국조리실습(전선·3), 한국전통조리실습(전선·3), 외식수익관리(전선·3), 외식관리회계(전선·3), 바리스타및음료실습2(전선·3), 외식빅데이터마이닝&시각화(전선·3)
[3학년 2학기] 식음료원가관리론(전선·3), 외식프랜차이즈경영론(전선·3), 외식마케팅컨설팅(전선·3), 식품위생관리(전선·3), 동양조리실습(전선·3), 제과제빵실습(전선·3), 글로벌식생활문화(전선·3), 메뉴계획과디자인(전선·3), 외식식품제조관리(전선·3), 발효식품가공학(전선·3)
[4학년 1학기] 졸업연구및진로1(전선·1), 레스토랑경영론(전선·3), 로봇기반레스토랑경영(전선·3), 외식경영과학(전선·3), 외식알고리즘마케팅(전선·3), 외식AI경영관리(전선·3), 음식평론(전선·3), SFM스마트FM캡스톤디자인F&B Capstone실습(전선·3)
[4학년 2학기] 졸업연구및진로2(전선·1), 외식기업사례연구(전선·3), 외식전략경영(전선·3), 외식비즈니스분석(전선·3), 외식식품재료학(전선·3), 외식사업스타트업(전선·3), 식품물성학(전선·3), SFM스마트FM캡스톤디자인(전선·3)"
호텔외식관광프렌차이즈경영학과,조교실 정보 좀,"호텔외식관광프렌차이즈경영학과 조교실 정보는 아래와 같습니다.
위치 : 광개토관 817호 / 전화 : 02-3408-3952"
호텔외식관광프렌차이즈경영학과,과사무실,"호텔외식관광프렌차이즈경영학과 과사무실 정보는 아래와 같습니다.
위치 : 광개토관 817호 / 전화 : 02-3408-3952"
호텔외식관광프렌차이즈경영학과,과사무실 위치,호텔외식관광프렌차이즈경영학과 과사무실 위치는 광개토관 817호입니다.
호텔외식관광프렌차이즈경영학과,과사무실 전화번호,호텔외식관광프렌차이즈경영학과 과사무실 전화번호는 02-3408-3952입니다.
호텔외식관광프렌차이즈경영학과,홈페이지,"호텔외식관광프렌차이즈경영학과 홈페이지입니다.
호텔외식관광프렌차이즈경영학과 : http://home.sejong.ac.kr/~hoteldpt/"
호텔외식관광프렌차이즈경영학과,공지사항,"호텔외식관광프렌차이즈경영학과에서 제공하는 공지사항입니다.
호텔외식관광프렌차이즈경영학과 공지사항 : http://home.sejong.ac.kr/gobbslist.do?wslID=hoteldpt&menuID=32"
호텔외식관광프렌차이즈경영학과,취업공고,"호텔외식관광프렌차이즈경영학과에서 제공하는 취업공고입니다.
호텔외식관광프렌차이즈경영학과 취업공고 : http://home.sejong.ac.kr/gobbslist.do?wslID=hoteldpt&menuID=14"
호텔외식관광프렌차이즈경영학과,전공소개,호텔외식관광프랜차이즈경영학과(이하 FMHRT)는 특성화고교 졸업 후 현업에 종사함에 따라 (산업체 재직 3년이상의 경력) 학업기회를 갖지 못한 종사자 및 실무관리자들을 위해 호텔·외식·관광 분야의 이론과 실제를 가르치는 4년제 학사 학위 과정입니다.
호텔외식관광프렌차이즈경영학과,주전공,"전공필수과목은 15학점, 전공선택과목은 45점 이상 이수해야 하며, 전공학점은 60학점 이상이어야 합니다."
호텔외식관광프렌차이즈경영학과,복수전공,타학과생이 호텔외식관광프렌차이즈경영학과를 복수전공으로 이수할 수 없습니다.
호텔외식관광프렌차이즈경영학과,복전,타학과생이 호텔외식관광프렌차이즈경영학과를 복수전공으로 이수할 수 없습니다.
호텔외식관광프렌차이즈경영학과,부전공,타학과생이 호텔외식관광프렌차이즈경영학과를 부전공으로 이수할 수 없습니다.
호텔외식관광프렌차이즈경영학과,1학년 전공,"호텔외식관광프렌차이즈경영학과 1학년 전공수업 목록은 아래와 같습니다.
[1학기] 경영학원론(전선·3), 마케팅원론(전선·3), 관광산업의이해(전선·3), 컴퓨터의활용과이해(전선·3), HRT영어(전선·3), 식생활과건강(전선·3), 세계음식문화사(전선·3), 조리기초실습(전선·3), Coffee Barista실습(전선·3), 호텔외식경영실무1(전선·3)
[2학기] 회계원리(전필·3), 경제학원론(전선·3), Hospitality산업의이해(전선·3), 컴퓨터를활용한기초통계(전선·3), 글로벌식생활문화(전선·3), 소비자심리학(전선·3), 서비스매너(전선·3), 푸드투어리즘(전선·3), 모던이스트퀴진실습(전선·3), 호텔외식경영실무2(전선·3)"
호텔외식관광프렌차이즈경영학과,2학년 전공,"호텔외식관광프렌차이즈경영학과 2학년 전공수업 목록은 아래와 같습니다.
[1학기] 식음료원가관리(전선·3), HRT정책및관련법규(전선·3), 전자상거래(전선·3), 카지노기초실무론(전선·3), 주류학(전선·3), 식품위생관리(전선·3), 여행사경영론(전선·3), 외식창업론(전선·3), 고객커뮤니케이션전략(전선·3), 카이세끼&이자까야실습(전선·3), 호텔외식경영실무3(전선·3)
[2학기] HRT서비스경영론(전선·3), HRT프랜차이즈관련법규(전선·3), 푸드스타일링(전선·3), HRT프랜차이즈마케팅(전선·3), HRT비즈니스커뮤니케이션(전선·3), 연회기획및케이터링경영론(전선·3), 소믈리에실무(전선·3), HRT관리회계(전선·3), 유러피안퀴진실습(전선·3), Boulanger실습(전선·3), 항공·크루즈산업(전선·3), 호텔외식경영실무4(전선·3)"
호텔외식관광프렌차이즈경영학과,3학년 전공,"호텔외식관광프렌차이즈경영학과 3학년 전공수업 목록은 아래와 같습니다.
[1학기] HRT프랜차이즈시스템및경영론(전필·3), 호텔경영론(전필·3), HRT프랜차이즈기업창업론(전선·3), HRT프랜차이즈조직과인적자원관리(전선·3), HRT프랜차이즈브랜드및촉진관리(전선·3), HRT프랜차이즈상권분석(전선·3), HRT소비자행동(전선·3), 레스토랑경영론(전선·3), 식품관련법규(전선·3), K-Food&세계요리실습(전선·3), 에스닉푸드실습(전선·3), 호텔외식경영실무5(전선·3)
[2학기] 외식산업경영론(전필·3), 관광경영론(전필·3), 창업아이템개발및상품화계획(전선·3), 기업가정신과글로벌경영(전선·3), HRT프랜차이즈기업사례연구(전선·3), HRTCEO특강(전선·3), 온라인쇼핑창업(전선·3), 커피학개론(전선·3), 메뉴디자인(전선·3), 퐁과소스실습(전선·3), Patissier실습(전선·3), 호텔외식경영실무6(전선·3)"
호텔외식관광프렌차이즈경영학과,4학년 전공,"호텔외식관광프렌차이즈경영학과 4학년 전공수업 목록은 아래와 같습니다.
[1학기] HRT프랜차이즈컨설팅(전선·3), HRT프랜차이즈경영정보시스템(전선·3), 음식관광기획론(전선·3), 푸드프리랜서기획(전선·3), 호텔경영전략(전선·3), 문화엔터테인먼트관광(전선·3), 축제속의술문화(전선·3), 호텔외식경영실무7(전선·3)
[2학기] HRT창업프로젝트(전선·3), 음식과평론(전선·3), HRT프로젝트세미나(전선·3), 고객만족경영론(전선·3), 페스티벌이벤트경영론(전선·3), 호텔외식경영실무8(전선·3)"
호텔외식관광프렌차이즈경영학과,전공,"호텔외식관광프렌차이즈경영학과 전학년 전공수업 목록은 아래와 같습니다.
[1학년 1학기] 경영학원론(전선·3), 마케팅원론(전선·3), 관광산업의이해(전선·3), 컴퓨터의활용과이해(전선·3), HRT영어(전선·3), 식생활과건강(전선·3), 세계음식문화사(전선·3), 조리기초실습(전선·3), Coffee Barista실습(전선·3), 호텔외식경영실무1(전선·3)
[1학년 2학기] 회계원리(전필·3), 경제학원론(전선·3), Hospitality산업의이해(전선·3), 컴퓨터를활용한기초통계(전선·3), 글로벌식생활문화(전선·3), 소비자심리학(전선·3), 서비스매너(전선·3), 푸드투어리즘(전선·3), 모던이스트퀴진실습(전선·3), 호텔외식경영실무2(전선·3)
[2학년 1학기] 식음료원가관리(전선·3), HRT정책및관련법규(전선·3), 전자상거래(전선·3), 카지노기초실무론(전선·3), 주류학(전선·3), 식품위생관리(전선·3), 여행사경영론(전선·3), 외식창업론(전선·3), 고객커뮤니케이션전략(전선·3), 카이세끼&이자까야실습(전선·3), 호텔외식경영실무3(전선·3)
[2학년 2학기] HRT서비스경영론(전선·3), HRT프랜차이즈관련법규(전선·3), 푸드스타일링(전선·3), HRT프랜차이즈마케팅(전선·3), HRT비즈니스커뮤니케이션(전선·3), 연회기획및케이터링경영론(전선·3), 소믈리에실무(전선·3), HRT관리회계(전선·3), 유러피안퀴진실습(전선·3), Boulanger실습(전선·3), 항공·크루즈산업(전선·3), 호텔외식경영실무4(전선·3)
[3학년 1학기] HRT프랜차이즈시스템및경영론(전필·3), 호텔경영론(전필·3), HRT프랜차이즈기업창업론(전선·3), HRT프랜차이즈조직과인적자원관리(전선·3), HRT프랜차이즈브랜드및촉진관리(전선·3), HRT프랜차이즈상권분석(전선·3), HRT소비자행동(전선·3), 레스토랑경영론(전선·3), 식품관련법규(전선·3), K-Food&세계요리실습(전선·3), 에스닉푸드실습(전선·3), 호텔외식경영실무5(전선·3)
[3학년 2학기] 외식산업경영론(전필·3), 관광경영론(전필·3), 창업아이템개발및상품화계획(전선·3), 기업가정신과글로벌경영(전선·3), HRT프랜차이즈기업사례연구(전선·3), HRTCEO특강(전선·3), 온라인쇼핑창업(전선·3), 커피학개론(전선·3), 메뉴디자인(전선·3), 퐁과소스실습(전선·3), Patissier실습(전선·3), 호텔외식경영실무6(전선·3)
[4학년 1학기] HRT프랜차이즈컨설팅(전선·3), HRT프랜차이즈경영정보시스템(전선·3), 음식관광기획론(전선·3), 푸드프리랜서기획(전선·3), 호텔경영전략(전선·3), 문화엔터테인먼트관광(전선·3), 축제속의술문화(전선·3), 호텔외식경영실무7(전선·3)
[4학년 2학기] HRT창업프로젝트(전선·3), 음식과평론(전선·3), HRT프로젝트세미나(전선·3), 고객만족경영론(전선·3), 페스티벌이벤트경영론(전선·3), 호텔외식경영실무8(전선·3)"
호텔외식비즈니스학과,조교실 정보 좀,"호텔외식비즈니스학과 조교실 정보는 아래와 같습니다.
위치 : 광개토관 817호 / 전화 : 02-3408-3500"
호텔외식비즈니스학과,과사무실,"호텔외식비즈니스학과 과사무실 정보는 아래와 같습니다.
위치 : 광개토관 817호 / 전화 : 02-3408-3500"
호텔외식비즈니스학과,과사무실 위치,호텔외식비즈니스학과 과사무실 위치는 광개토관 817호입니다.
호텔외식비즈니스학과,과사무실 전화번호,호텔외식비즈니스학과 과사무실 전화번호는 02-3408-3500입니다.
호텔외식비즈니스학과,홈페이지,"호텔외식비즈니스학과 홈페이지입니다.
호텔외식비즈니스학과 : http://home.sejong.ac.kr/~hoteldpt/"
호텔외식비즈니스학과,공지사항,"호텔외식비즈니스학과에서 제공하는 공지사항입니다.
호텔외식비즈니스학과 공지사항 : http://home.sejong.ac.kr/gobbslist.do?wslID=hoteldpt&menuID=32"
호텔외식비즈니스학과,취업공고,"호텔외식비즈니스학과에서 제공하는 취업공고입니다.
호텔외식비즈니스학과 취업공고 : http://home.sejong.ac.kr/gobbslist.do?wslID=hoteldpt&menuID=14"
호텔외식비즈니스학과,전공소개,Hospitality 산업은 창조경제를 이끌어 나 갈수 있는 무한한 가능성을 지닌 산업으로 이미 호텔·외식·관광 부문의 명문으로 자리 잡고 있는 세종대학교에서 이 분야에 특화된 계약학과를 운영한다는 것은 호텔관련 학과로 굳건히 자리를 굳혀온 본교의 오랜 전통과 아울러 동문의 경쟁력과 지원 및 교육운영진의 노하우가 반영되어 내실이 단단한 Hospitality 교육의 요람으로 발전해 갈 가능성을 상징하며 아래와 같은 교육 목표를 갖습니다.
호텔외식비즈니스학과,주전공,"전공필수과목은 15학점, 전공선택과목은 45점 이상 이수해야 하며, 전공학점은 60학점 이상이어야 합니다."
호텔외식비즈니스학과,복수전공,타학과생이 호텔외식비즈니스학과를 복수전공으로 이수할 수 없습니다.
호텔외식비즈니스학과,복전,타학과생이 호텔외식비즈니스학과를 복수전공으로 이수할 수 없습니다.
호텔외식비즈니스학과,부전공,타학과생이 호텔외식비즈니스학과를 부전공으로 이수할 수 없습니다.
호텔외식비즈니스학과,1학년 전공,"호텔외식비즈니스학과 1학년 전공수업 목록은 아래와 같습니다.
[1학기] 경영학원론(전선·3), 마케팅원론(전선·3), 관광산업의이해(전선·3), 컴퓨터의활용과이해(전선·3), 조리기초실습(전선·3), CoffeeBarista실습(전선·3), 세계음식문화사(전선·3), 호텔외식조리경영실무1(전선·3)
[2학기] 회계원리(전필·3), 경제학원론(전선·3), 호텔외식비즈니스의이해(전선·3), 글로벌식생활문화(전선·3), 컴퓨터를활용한기초통계(전선·3), 호텔외식영어(전선·3), 모던이스트퀴진실습(전선·3), 서비스매너(전선·3), 푸드투어리즘(전선·3), 호텔외식조리경영실무2(전선·3)"
