intent,query,answer
데이터사이언스학과,18학번 이수체계도,http://abeek.sejong.ac.kr/abeek/program1602_2.html
데이터사이언스학과,19학번 이수체계도,http://abeek.sejong.ac.kr/abeek/program1602_3.html
데이터사이언스학과,20학번 이수체계도,http://abeek.sejong.ac.kr/abeek/program1602_4.html
데이터사이언스학과,21학번 이수체계도,http://abeek.sejong.ac.kr/abeek/program1602_5.html
데이터사이언스학과,22학번 이수체계도,http://abeek.sejong.ac.kr/abeek/program1602_6.html
데이터사이언스학과,23학번 이수체계도,http://abeek.sejong.ac.kr/abeek/program1602_7.html
데이터사이언스학과,우리과 소개해줘,"21세기는 데이터 기술의 시대라고 할 정도로 사회적으로 데이터 기술 전문가에 대한 수요가 점증하고 있다. 따라서 본 대학의 창학 이념인 덕성, 창의, 봉사, 실천을 기본 정신으로 하여, 국가의 첨단산업 발전과 데이터 과학 기술 개발에 이바지하는 창의적이고 분석력이 높은 데이터 전문 기술 인력을 양성하는 것을 교육 목표로 한다. 특히 소프트웨어 개발이 가능한 데이터전문가는 수요에 비해 공급이 턱없이 부족한 실정이다. 이러한 환경에서 교육 목표를 달성하기 위하여 본 학과에서는 데이터 분석을 다루는 소프트웨어 분야 및 대용량 고속 데이터 분석을 위한 하드웨어 분야에 대하여 기본적이면서 포괄적인 지식 습득 및 이를 데이터 분석에 응용하는 능력 배양에 중점을 둔 교육 과정을 제공한다. 학습하는 과목은 컴퓨터의 핵심 과목과 데이터분석의 기초가 되는 통계학, 데이터수집, 분석, 시각화, 데이터고속처리 기술, 알파고의 핵심기술인 기계학습 등이 포함된다. 데이터 분석에 대한 수요가 급속히 확대되고 있고 SW 개발 및 분석에 대한 인력 수요가 급증하고 있어, 졸업 후에도 다양한 산업계 및 과학 기술 분야로의 진출이 용이한 첨단 융합 학과이다."
데이터사이언스학과,우리과 정보 알려줘,"21세기는 데이터 기술의 시대라고 할 정도로 사회적으로 데이터 기술 전문가에 대한 수요가 점증하고 있다. 따라서 본 대학의 창학 이념인 덕성, 창의, 봉사, 실천을 기본 정신으로 하여, 국가의 첨단산업 발전과 데이터 과학 기술 개발에 이바지하는 창의적이고 분석력이 높은 데이터 전문 기술 인력을 양성하는 것을 교육 목표로 한다. 특히 소프트웨어 개발이 가능한 데이터전문가는 수요에 비해 공급이 턱없이 부족한 실정이다. 이러한 환경에서 교육 목표를 달성하기 위하여 본 학과에서는 데이터 분석을 다루는 소프트웨어 분야 및 대용량 고속 데이터 분석을 위한 하드웨어 분야에 대하여 기본적이면서 포괄적인 지식 습득 및 이를 데이터 분석에 응용하는 능력 배양에 중점을 둔 교육 과정을 제공한다. 학습하는 과목은 컴퓨터의 핵심 과목과 데이터분석의 기초가 되는 통계학, 데이터수집, 분석, 시각화, 데이터고속처리 기술, 알파고의 핵심기술인 기계학습 등이 포함된다. 데이터 분석에 대한 수요가 급속히 확대되고 있고 SW 개발 및 분석에 대한 인력 수요가 급증하고 있어, 졸업 후에도 다양한 산업계 및 과학 기술 분야로의 진출이 용이한 첨단 융합 학과이다."
데이터사이언스학과,교수,http://home.sejong.ac.kr/~dsdpt/5.html
데이터사이언스학과,교수진,http://home.sejong.ac.kr/~dsdpt/5.html
데이터사이언스학과,우리과 교수님,http://home.sejong.ac.kr/~dsdpt/5.html
데이터사이언스학과,자유게시판,http://home.sejong.ac.kr/~dsdpt/9.html
데이터사이언스학과,학과 홍보게시판,http://home.sejong.ac.kr/~dsdpt/9.html
데이터사이언스학과,교과과정,http://home.sejong.ac.kr/~dsdpt/6.html
데이터사이언스학과,학과 교과과정,http://home.sejong.ac.kr/~dsdpt/6.html
데이터사이언스학과,1학년 수업목록,"(1학기) C프로그래밍및실습
(2학기) 고급C프로그래밍및실습, 공학설계기초"
데이터사이언스학과,2학년 수업목록,"(1학기) 자료구조및실습데이터분석개론, 확률통계및프로그래밍, 문제해결및실습:C++, 웹프로그래밍, 파이썬을 이용한 기계학습개론
(2학기) 컴퓨터구조, 알고리즘및실습, 선형대수및프로그래밍, 문제해결및실습:JAVA, 수치해석, 멀티미디어"
데이터사이언스학과,3학년 수업목록,"(1학기) K-MOOC:기계학습, 데이터베이스, 컴퓨터그래픽스, 운영체제, 의사결정분석
(2학기) 데이터문제해결및실습1, 오픈소스SW개론, 인공지능, 데이터시각화, 대용량데이터처리"
데이터사이언스학과,4학년 수업목록,"(1학기) Capstone디자인(산학협력프로젝트), 졸업연구및진로1, 고급데이터처리, 텍스트마이닝, 시계열분석및예측, 비즈니스인텔리전스, TPDM빅데이터플랫폼경영
(2학기) 고급기계학습, 특허와창업, 데이터사이언스특론, 데이터문제해결및실습2, 졸업연구및진로2"
지능기전공학과,과사무실 어디야,"지능기전공학부 사무실
위치 : 대양AI센터 401호
전화 : 02-3408-3900"
지능기전공학과,과사무실 위치,"지능기전공학부 사무실
위치 : 대양AI센터 401호
전화 : 02-3408-3900"
지능기전공학과,과사무실 전화번호,"지능기전공학부 사무실
위치 : 대양AI센터 401호
전화 : 02-3408-3900"
지능기전공학과,과사무실 정보 알려줘,"지능기전공학부 사무실
위치 : 대양AI센터 401호
전화 : 02-3408-3900"
지능기전공학과,공학교육센터,http://abeek.sejong.ac.kr/abeek/program1702.html
지능기전공학과,공학인증,http://abeek.sejong.ac.kr/abeek/program1702.html
지능기전공학과,공학인증 과정,http://abeek.sejong.ac.kr/abeek/program1702.html
지능기전공학과,학과 홈페이지,http://imc.sejong.ac.kr/
지능기전공학과,학과 홈페이지 알려줘,http://imc.sejong.ac.kr/
지능기전공학과,학과 공지사항,http://imc.sejong.ac.kr/bbs/notice
지능기전공학과,학과 공지사항 알려줘,http://imc.sejong.ac.kr/bbs/notice
지능기전공학과,17학번 수강이수표,http://abeek.sejong.ac.kr/abeek/program1702_1.html
지능기전공학과,18학번 수강이수표,http://abeek.sejong.ac.kr/abeek/program1702_2.html
지능기전공학과,19학번 수강이수표,http://abeek.sejong.ac.kr/abeek/program1702_4.html
지능기전공학과,20학번 수강이수표,http://abeek.sejong.ac.kr/abeek/program1702_5.html
지능기전공학과,21학번 수강이수표,http://abeek.sejong.ac.kr/abeek/program1702_6.html
지능기전공학과,22학번 수강이수표,http://abeek.sejong.ac.kr/abeek/program1702_7.html
지능기전공학과,23학번 수강이수표,http://abeek.sejong.ac.kr/abeek/program1702_8.html
지능기전공학과,17학번 이수체계도,http://abeek.sejong.ac.kr/abeek/program1702_1.html
지능기전공학과,18학번 이수체계도,http://abeek.sejong.ac.kr/abeek/program1702_2.html
지능기전공학과,19학번 이수체계도,http://abeek.sejong.ac.kr/abeek/program1702_4.html
지능기전공학과,20학번 이수체계도,http://abeek.sejong.ac.kr/abeek/program1702_5.html
지능기전공학과,21학번 이수체계도,http://abeek.sejong.ac.kr/abeek/program1702_6.html
지능기전공학과,22학번 이수체계도,http://abeek.sejong.ac.kr/abeek/program1702_7.html
지능기전공학과,23학번 이수체계도,http://abeek.sejong.ac.kr/abeek/program1702_8.html
지능기전공학과,우리과 소개해줘,"지능기전공학(Intelligent Mechatronics Engineering)은 이름에서 나타나는 것처럼 인공지능과 기계공학, 전자공학이 결합한 공학 기술을 의미한다. 즉, 스마트카, 드론, 로봇, 가전, IoT, 반도체 등과 같은 기계 및 전자 시스템에 인공지능 기술을 결합해 첨단 지능형 시스템으로 진보시키는 것이 화두가 되고 있는 4차 산업혁명에 있어 가장 중요한 핵심 기술이자 거대산업이라고 할 수 있다.
인공지능과 기계전자 융합 학과의 특성상 기술 응용 범위가 무궁무진한 만큼 다양한 진로를 선택할 수 있다. 미디어IoT, 무인이동체, 지능형반도체, 지능형로보틱스 등 4차산업의 핵심 분야에서 소프트웨어 및 하드웨어 개발자로 관련 기업에 취업할 수 있으며, 대학원 졸업 후에는 국내외 대학원 및 연구소 등을 비롯한 다양한 진로로 진출이 가능하며, 또한 기술 창업을 통해서 성공적인 기업을 일구어낼 수 있는 진로 진출도 가능하다."
지능기전공학과,우리과 정보 알려줘,"지능기전공학(Intelligent Mechatronics Engineering)은 이름에서 나타나는 것처럼 인공지능과 기계공학, 전자공학이 결합한 공학 기술을 의미한다. 즉, 스마트카, 드론, 로봇, 가전, IoT, 반도체 등과 같은 기계 및 전자 시스템에 인공지능 기술을 결합해 첨단 지능형 시스템으로 진보시키는 것이 화두가 되고 있는 4차 산업혁명에 있어 가장 중요한 핵심 기술이자 거대산업이라고 할 수 있다.
인공지능과 기계전자 융합 학과의 특성상 기술 응용 범위가 무궁무진한 만큼 다양한 진로를 선택할 수 있다. 미디어IoT, 무인이동체, 지능형반도체, 지능형로보틱스 등 4차산업의 핵심 분야에서 소프트웨어 및 하드웨어 개발자로 관련 기업에 취업할 수 있으며, 대학원 졸업 후에는 국내외 대학원 및 연구소 등을 비롯한 다양한 진로로 진출이 가능하며, 또한 기술 창업을 통해서 성공적인 기업을 일구어낼 수 있는 진로 진출도 가능하다."
지능기전공학과,교수,http://imc.sejong.ac.kr/myboard/p1
지능기전공학과,교수진,http://imc.sejong.ac.kr/myboard/p1
지능기전공학과,우리과 교수님,http://imc.sejong.ac.kr/myboard/p1
지능기전공학과,자유게시판,http://imc.sejong.ac.kr/bbs/news
지능기전공학과,학과 홍보게시판,http://imc.sejong.ac.kr/bbs/news
지능기전공학과,학과 채용정보/공모전,http://imc.sejong.ac.kr/bbs/recruit
지능기전공학과,채용정보/공모전,http://imc.sejong.ac.kr/bbs/recruit
지능기전공학과,학과 동아리,http://imc.sejong.ac.kr/bbs/circle
지능기전공학과,학과 연구실,http://imc.sejong.ac.kr/page/sub4_2
지능기전공학과,교과과정,http://abeek.sejong.ac.kr/abeek/program1702.html
지능기전공학과,학과 교과과정,http://abeek.sejong.ac.kr/abeek/program1702.html
지능기전공학과,1학년 수업목록,"(1학기) C프로그래밍및실습
(2학기) 고급C프로그래밍및실습, 이산수학및프로그래밍"
지능기전공학과,2학년 수업목록,"(1학기) 자료구조및실습, 창의SW기초설계, 선형대수및프로그래밍, 디지털시스템, 전기회로, MATLAB프로그래밍, 동역학
(2학기) 알고리즘및실습, 확률통계및프로그래밍, 신호및시스템, 전기회로실험, JAVA프로그래밍, 동적시스템모델링, 웹프로그래밍"
지능기전공학과,3학년 수업목록,"(1학기) 기계학습, 컴퓨터네트워크, 컴퓨터구조및운영체제, 통신시스템, 자동제어, 수치해석, 영상처리, 데이터베이스
(2학기) 인공지능, 디지털신호처리, 임베디드시스템, 디지털통신, 로보틱스, 사물인터넷, 자율이동체개론및실습, 시스템프로그래밍"
지능기전공학과,4학년 수업목록,"(1학기) Capstone디자인(산학협력프로젝트), 졸업연구및진로1, 딥러닝시스템, AI 로봇설계, 지능기전특강1, 지능기전산학세미나
(2학기) Capstone디자인(산학협력프로젝트), 머신러닝시스템, 자율이동체시뮬레이션, 메타버스프로그래밍, 지능기전특강2"
소프트웨어학과,과사무실 어디야,"소프트웨어학과
대양AI센터 402호
1. 연락처
- 학 부(소프트웨어학과/디지털콘텐츠학과) : (02) 3408-3667
- 대학원
· 디지털콘텐츠학 전공(17년도 입학자까지): (02) 3408-3667
· 소프트웨어합학 전공(18년도 입학자부터): (02) 3408-3667
- E-mail : softwaredpt@sejong.ac.kr
2. 업무시간
오전 9시 - 오후 5시 (점심시간 : 12 - 13시) (방학 중: 오전 10시 - 오후 4시)"
