intent,query,answer
국어국문학과,1학년 전공,"국어국문학과 1학년 전공수업 목록은 아래와 같습니다.
[1학기] 한국문학의이해(전선·3), 의사소통교육론(전선·3)
[2학기] 매체언어론(전필·3), 국어학개론(전선·3)"
국어국문학과,2학년 전공,"국어국문학과 2학년 전공수업 목록은 아래와 같습니다.
[1학기] 국어문법론(전필·3), 한국한문학의이해(전필·3), 한국현대소설론(전선·3), 한국문학의장르론(전선·3), 스토리텔링의기법과활용(전선·3)
[2학기] 국어어문생활의실제(전선·3), 한국근대시론(전선·3), 한국근대소설론(전선·3), 한국문학과영상문화(전선·3), 향가여요론(전선·3)"
국어국문학과,3학년 전공,"국어국문학과 3학년 전공수업 목록은 아래와 같습니다.
[1학기] 국어교육론(전필·3), 국어의미론(전선·3), 한국현대시론(전선·3), 국어교과교육론(전선·3), 시조가사론(전선·3), 한국문학과매체글쓰기(전선·3)
[2학기] 한국고전소설론(전필·3), 국어교과교재연구및지도법(전선·3), 국어논리및논술(전선·3), 한국문화와한국어교육(전선·3), 한국현대희곡론(전선·3)"
국어국문학과,4학년 전공,"국어국문학과 4학년 전공수업 목록은 아래와 같습니다.
[1학기] 졸업연구및진로1(전선·1), 국어사(전선·3), 한국문학과문화콘텐츠(전선·3), 독서교육론(전선·3), 한국고전비평론(전선·3)
[2학기] 졸업연구및진로2(전선·1), 한국문학의역사(전선·3), 국어화용론(전선·3), 한국어정보처리론(전선·3)"
국어국문학과,전공,"국어국문학과 전학년 전공수업 목록은 아래와 같습니다.
[1학년 1학기] 한국문학의이해(전선·3), 의사소통교육론(전선·3)
[1학년 2학기] 매체언어론(전필·3), 국어학개론(전선·3)
[2학년 1학기] 국어문법론(전필·3), 한국한문학의이해(전필·3), 한국현대소설론(전선·3), 한국문학의장르론(전선·3), 스토리텔링의기법과활용(전선·3)
[2학년 2학기] 국어어문생활의실제(전선·3), 한국근대시론(전선·3), 한국근대소설론(전선·3), 한국문학과영상문화(전선·3), 향가여요론(전선·3)
[3학년 1학기] 국어교육론(전필·3), 국어의미론(전선·3), 한국현대시론(전선·3), 국어교과교육론(전선·3), 시조가사론(전선·3), 한국문학과매체글쓰기(전선·3)
[3학년 2학기] 한국고전소설론(전필·3), 국어교과교재연구및지도법(전선·3), 국어논리및논술(전선·3), 한국문화와한국어교육(전선·3), 한국현대희곡론(전선·3)
[4학년 1학기] 졸업연구및진로1(전선·1), 국어사(전선·3), 한국문학과문화콘텐츠(전선·3), 독서교육론(전선·3), 한국고전비평론(전선·3)
[4학년 2학기] 졸업연구및진로2(전선·1), 한국문학의역사(전선·3), 국어화용론(전선·3), 한국어정보처리론(전선·3)"
국제학부,전공,"국제학부의 신입생은 공동으로 입학하여 1학년 과정을 함께 이수한 후, 2학년부터는 3개의 전공 중 한 전공에 편입되어 남은 6학기 과정을 마치게 됩니다. 3개의 전공은 영어영문학전공, 일어일문학전공, 중국통상학전공입니다."
국제학부,학부 홈페이지,"국제학부 홈페이지입니다.
국제학부 : http://home.sejong.ac.kr/~interdpt/"
국제학부,학부 공지사항,국제학부 홈페이지에 올라온 공지사항이 없습니다. 자세한 사항은 과별 단톡방 혹은 다른 방식으로 참고해야 합니다.
국제학부,1학년 전공,"국제학부 1학년 전공수업 목록은 아래와 같습니다.
[1학기] 영미문학의세계(전선·3), 영어학의세계(전선·3), 일본사회의이해(전선·3), 일본어A1(전선·3), 세계화와국제관계(전선·3), 중국어입문(전선·3), 시장경제의원리(전선·3), 한국어의이해1(전선·3)
[2학기] 영어의활용(전선·3), 영문번역의첫걸음(전선·3), 어휘활용:빅데이터분석(전선·3), 일본문화(전선·3), 일본어A2(전선·3), 현대중국의이해(전선·3), 초급중국어(전선·3), 한국어와한국문화(전선·3)"
영어영문학전공,조교실 정보 좀,"영어영문학전공 조교실 정보는 아래와 같습니다.
위치 : 집현관 805호 / 전화 : 02-3408-3302"
영어영문학전공,과사무실 정보,"영어영문학전공 과사무실 정보는 아래와 같습니다.
위치 : 집현관 805호 / 전화 : 02-3408-3302"
영어영문학전공,과사무실 위치,영어영문학전공 과사무실 위치는 집현관 805호입니다.
영어영문학전공,과사무실 전화번호,영어영문학전공 과사무실 전화번호는 02-3408-3302입니다.
영어영문학전공,이메일 알려줘,영어영문학전공 이메일은 engdpt@sejong.ac.kr입니다.
영어영문학전공,학과 홈페이지,"영어영문학전공 홈페이지입니다.
영어영문학전공 : http://home.sejong.ac.kr/~engdpt/"
영어영문학전공,학과 공지사항,영어영문학전공 홈페이지에 올라온 공지사항이 없습니다. 자세한 사항은 과별 단톡방 혹은 다른 방식으로 참고해야 합니다.
영어영문학전공,전공소개,"본 영어영문학 전공 분야는 크게 영어학, 영문학, 번역학 그리고 영어교육학의 4분야로 나뉩니다. 각 분야에 따라 심취학습 및 실기활동을 통하여 영어에 대한 언어학적 통찰력을 기르고, 영미 문학과 문화에 대한 이해를 증진시키며, 영어번역의 이론과 실제를 습득하고, 영어교육의 방법론을 익힙니다. 그리고 영어의 실생활 적용 및 사회에서의 응용의 바탕이 될 수 있도록, 읽기 외에도 듣기, 말하기, 쓰기 등의 실용영어능력향상을 도모합니다."
영어영문학전공,주전공,"전공필수과목은 18학점, 전공선택과목은 45점 이상 이수해야 하며, 전공학점은 63점 이상이어야 합니다."
영어영문학전공,복수전공,"전공필수과목은 15학점, 전공선택과목은 24점 이상 이수해야 하며, 전공학점은 39점 이상이어야 합니다."
영어영문학전공,복전,"전공필수과목은 15학점, 전공선택과목은 24점 이상 이수해야 하며, 전공학점은 39점 이상이어야 합니다."
영어영문학전공,부전공,"영어영문학전공 전공과목 중에서 21학점 이상 이수해야 합니다. 이수권장과목은 영어학의세계, 영어어휘와발음, 미국사회와문학, 영문법의이해, 영미소설의이해, 영어통사론입니다."
영어영문학전공,2학년 전공,"영어영문학전공 2학년 전공수업 목록은 아래와 같습니다.
[1학기] 영문법의이해(전필·3), 영어속의논리(전필·3), 영어듣기와말하기(전선·3), 영국문학의흐름(전선·3), 영미희곡(전선·3), 영어에세이읽기(전선·3), 영미작가이야기(전선·3), 영미문화와어휘(전선·3), 인지체계와의사소통능력(전선·3), 언어데이터와텍스트마이닝(전선·3)
[2학기] 영어어휘와발음(전필·3), 미국문학의흐름(전선·3), 영미단편소설(전선·3), 현대사회와영어(전선·3), 영문번역연습(전선·3), 국제업무와영어(전선·3), 영어와컴퓨터(전선·3), 영어토론과발표(전선·3), 영어작문(전선·3), 영미문화탐방(전선·3), 코퍼스속의영어어휘(전선·3)"
영어영문학전공,3학년 전공,"영어영문학전공 3학년 전공수업 목록은 아래와 같습니다.
[1학기] 영미소설의이해(전필·3), 영국사회와문학(전선·3), 영어음성음운론(전선·3), 영어의미의흐름(전선·3), 영어문장의이해(전선·3), 멀티미디어영어교육론(전선·3), 미디어번역(전선·3), 실용영문법(전선·3), 문학과문화(전선·3), 영어교과교육론(전선·3), 영어의기원과발달(전선·3)
[2학기] 미국사회와문학(전필·3), 영어통사론(전필·3), 창의적영어읽기(전선·3), 영어표현과의사소통(전선·3), 문학번역(전선·3), 영어교육세미나(전선·3), 영어교과교재연구및지도법(전선·3), 영어논리및논술(전선·3), 영미여성문학(전선·3), IT기반로컬라이제이션(전선·3), 심리언어학(전선·3)"
영어영문학전공,4학년 전공,"영어영문학전공 4학년 전공수업 목록은 아래와 같습니다.
[1학기] 졸업연구및진로1(전선·1), 영미시의이해(전선·3), 시사경영영어(전선·3), 현대영어학의흐름(전선·3), 언어과학(전선·3)
[2학기] 졸업연구및진로2(전선·1), 영미명작의세계(전선·3), 문학과언어(전선·3), 협상과영어(전선·3), 미래융합:캡스톤디자인(전선·3)"
영어영문학전공,전공,"영어영문학전공 전학년 전공수업 목록은 아래와 같습니다.
[1학년 1학기] 영미문학의세계(전선·3), 영어학의세계(전선·3), 일본사회의이해(전선·3), 일본어A1(전선·3), 세계화와국제관계(전선·3), 중국어입문(전선·3), 시장경제의원리(전선·3), 한국어의이해1(전선·3)
[1학년 2학기] 영어의활용(전선·3), 영문번역의첫걸음(전선·3), 어휘활용:빅데이터분석(전선·3), 일본문화(전선·3), 일본어A2(전선·3), 현대중국의이해(전선·3), 초급중국어(전선·3), 한국어와한국문화(전선·3)
[2학년 1학기] 영문법의이해(전필·3), 영어속의논리(전필·3), 영어듣기와말하기(전선·3), 영국문학의흐름(전선·3), 영미희곡(전선·3), 영어에세이읽기(전선·3), 영미작가이야기(전선·3), 영미문화와어휘(전선·3), 인지체계와의사소통능력(전선·3), 언어데이터와텍스트마이닝(전선·3)
[2학년 2학기] 영어어휘와발음(전필·3), 미국문학의흐름(전선·3), 영미단편소설(전선·3), 현대사회와영어(전선·3), 영문번역연습(전선·3), 국제업무와영어(전선·3), 영어와컴퓨터(전선·3), 영어토론과발표(전선·3), 영어작문(전선·3), 영미문화탐방(전선·3), 코퍼스속의영어어휘(전선·3)
[3학년 1학기] 영미소설의이해(전필·3), 영국사회와문학(전선·3), 영어음성음운론(전선·3), 영어의미의흐름(전선·3), 영어문장의이해(전선·3), 멀티미디어영어교육론(전선·3), 미디어번역(전선·3), 실용영문법(전선·3), 문학과문화(전선·3), 영어교과교육론(전선·3), 영어의기원과발달(전선·3)
[3학년 2학기] 미국사회와문학(전필·3), 영어통사론(전필·3), 창의적영어읽기(전선·3), 영어표현과의사소통(전선·3), 문학번역(전선·3), 영어교육세미나(전선·3), 영어교과교재연구및지도법(전선·3), 영어논리및논술(전선·3), 영미여성문학(전선·3), IT기반로컬라이제이션(전선·3), 심리언어학(전선·3)
[4학년 1학기] 졸업연구및진로1(전선·1), 영미시의이해(전선·3), 시사경영영어(전선·3), 현대영어학의흐름(전선·3), 언어과학(전선·3)
[4학년 2학기] 졸업연구및진로2(전선·1), 영미명작의세계(전선·3), 문학과언어(전선·3), 협상과영어(전선·3), 미래융합:캡스톤디자인(전선·3)"
일어일문학전공,조교실 정보 좀,"일어일문학전공 조교실 정보는 아래와 같습니다.
위치 : 집현관 715호 / 전화 : 02-3408-3303"
일어일문학전공,과사무실,"일어일문학전공 과사무실 정보는 아래와 같습니다.
위치 : 집현관 715호 / 전화 : 02-3408-3303"
일어일문학전공,과사무실 위치,일어일문학전공 과사무실 위치는 집현관 715호입니다.
일어일문학전공,과사무실 전화번호,일어일문학전공 전화번호는 02-3408-3303입니다.
일어일문학전공,학과 홈페이지,"일어일문학전공 홈페이지입니다. 
일어일문학전공 : http://home.sejong.ac.kr/~japan/"
일어일문학전공,학과 공지사항,"일어일문학전공에서 제공하는 학과 공지사항입니다.
일어일문학전공 학과 공지사항 : http://home.sejong.ac.kr/~japan/6.html"
일어일문학전공,채용공고,"일어일문학전공에서 제공하는 채용공고입니다.
일어일문학전공 채용공고 : http://home.sejong.ac.kr/~japan/7.html"
일어일문학전공,전공소개,"일어일문학의 교과과정은 일본어에 대한 어학과 문학, 일본학, 일본어교육 분야로 대별하여 각 분야의 전문적 지식을 이수하게 합니다. 이를 위해 초기 과정에서는 일본어 구문과 문법의 올바른 이해 및 기초에서 고급레벨의 일본어 회화 능력을 함양 시킵니다."
일어일문학전공,주전공,"전공필수과목은 18학점, 전공선택과목은 45점 이상 이수해야 하며, 전공학점은 63점 이상이어야 합니다."
일어일문학전공,복수전공,"전공필수과목은 15학점, 전공선택과목은 24점 이상 이수해야 하며, 전공학점은 39점 이상이어야 합니다."
일어일문학전공,복전,"전공필수과목은 18학점, 전공선택과목은 24점 이상 이수해야 하며, 전공학점은 39점 이상이어야 합니다."
일어일문학전공,부전공,일어일문학 전공에서 21학점 이상 이수해야 합니다.
일어일문학전공,2학년 전공,"일어일문과 2학년 전공수업 목록은 아래와 같습니다.
[1학기] 일본어B1(전선·3), 일본어문법(전선·3), 일본어작문(전선·3), 일본어청취(전선·3), 일문학입문(전선·3), 문화콘텐츠와인문학(전선·3)
[2학기] 일본어B2(전선·3), 일본어강독(전선·3), 일본어회화(전선·3), 일본역사의이해(전선·3), 일본사회입문(전선·3), 일본기업경영론(전선·3)"
일어일문학전공,3학년 전공,"일어일문과 3학년 전공수업 목록은 아래와 같습니다.
[1학기] 일본어학개론(전필·3), 일본의무대예술(전필·3), 일본어표현과문형(전선·3), 일문서작성(전선·3), 일문학강독1(전선·3), 일본의고전문학(전선·3), 일본현대사(전선·3), 한일문화의교류현장(전선·3), 일본어교과교육론(전선·3), 일본경제세미나(전선·3)
[2학기] 일문학과역사(전필·3), 일본지역연구(전필·3), 미디어일본어(전선·3), 글로벌커뮤니케이션(전선·3), 일문학강독2(전선·3), 일본문학개론(전선·3), 일본문화콘텐츠(전선·3), 일본어교과교재연구및지도법(전선·3), 일본어논리및논술(전선·3), 한일경제관계론(전선·3)"
일어일문학전공,4학년 전공,"일어일문과 4학년 전공수업 목록은 아래와 같습니다.
[1학기] 졸업연구및진로1(전선·1), 현대일본과국제사회(전필·3), 동아시아역사화해론(전선·3), 일본언어문화론(전선·3), 일통번역의이론과실제(전선·3), 일본의명작읽기(전선·3), 일본사상사(전선·3), 동아시아국제관계론(전선·3)
[2학기] 졸업연구및진로2(전선·1), 한일비교문화론(전필·3), 일본어능력시험(전필·0), 일본어교육론(전선·3), 비즈니스일본어(전선·3), 일문학강독3(전선·3), 일본의근대문학(전선·3), 한일교류세미나(전선·3)"
일어일문학전공,전공,"일어일문학전공 전학년 전공수업 목록은 아래와 같습니다.
[1학년 1학기] 영미문학의세계(전선·3), 영어학의세계(전선·3), 일본사회의이해(전선·3), 일본어A1(전선·3), 세계화와국제관계(전선·3), 중국어입문(전선·3), 시장경제의원리(전선·3), 한국어의이해1(전선·3)
[1학년 2학기] 영어의활용(전선·3), 영문번역의첫걸음(전선·3), 어휘활용:빅데이터분석(전선·3), 일본문화(전선·3), 일본어A2(전선·3), 현대중국의이해(전선·3), 초급중국어(전선·3), 한국어와한국문화(전선·3)
[2학년 1학기] 일본어B1(전선·3), 일본어문법(전선·3), 일본어작문(전선·3), 일본어청취(전선·3), 일문학입문(전선·3), 문화콘텐츠와인문학(전선·3)
[2학년 2학기] 일본어B2(전선·3), 일본어강독(전선·3), 일본어회화(전선·3), 일본역사의이해(전선·3), 일본사회입문(전선·3), 일본기업경영론(전선·3)
[3학년 1학기] 일본어학개론(전필·3), 일본의무대예술(전필·3), 일본어표현과문형(전선·3), 일문서작성(전선·3), 일문학강독1(전선·3), 일본의고전문학(전선·3), 일본현대사(전선·3), 한일문화의교류현장(전선·3), 일본어교과교육론(전선·3), 일본경제세미나(전선·3)
[3학년 2학기] 일문학과역사(전필·3), 일본지역연구(전필·3), 미디어일본어(전선·3), 글로벌커뮤니케이션(전선·3), 일문학강독2(전선·3), 일본문학개론(전선·3), 일본문화콘텐츠(전선·3), 일본어교과교재연구및지도법(전선·3), 일본어논리및논술(전선·3), 한일경제관계론(전선·3)
[4학년 1학기] 졸업연구및진로1(전선·1), 현대일본과국제사회(전필·3), 동아시아역사화해론(전선·3), 일본언어문화론(전선·3), 일통번역의이론과실제(전선·3), 일본의명작읽기(전선·3), 일본사상사(전선·3), 동아시아국제관계론(전선·3)
[4학년 2학기] 졸업연구및진로2(전선·1), 한일비교문화론(전필·3), 일본어능력시험(전필·0), 일본어교육론(전선·3), 비즈니스일본어(전선·3), 일문학강독3(전선·3), 일본의근대문학(전선·3), 한일교류세미나(전선·3)"
중국통상학전공,조교실 정보 좀,"중국통상학전공 조교실 정보는 아래와 같습니다.
위치 : 집현관 412호 / 전화 : 02-3408-3309"
중국통상학전공,과사무실,"중국통상학전공 과사무실 정보는 아래와 같습니다.
위치 : 집현관 412호 / 전화 : 02-3408-3309"
중국통상학전공,과사무실 위치,중국통상학전공 과사무실 위치는 집현관 412호입니다.
중국통상학전공,과사무실 전화번호,중국통상학전공 전화번호는 02-3408-3309입니다.
중국통상학전공,학과 홈페이지,"중국통상학전공 홈페이지입니다.
중국통상학전공 : http://home.sejong.ac.kr/~cndpt/"
중국통상학전공,학과 공지사항,"중국통상학전공에서 제공하는 학과 공지사항입니다.
중국통상학전공 학과 공지사항 : http://home.sejong.ac.kr/~cndpt/21.html"
중국통상학전공,채용공고,"중국통상학전공에서 제공하는 채용공고입니다.
중국통상학전공 채용공고 : http://home.sejong.ac.kr/~cndpt/14.html"
중국통상학전공,전공소개,"국제 사회에서의 중국의 급부상과 한중 간 통상 교류의 증대에 따라, 중국어 및 중국통상 전문 인력에 대한 수요가 크게 증가하고 있습니다. 중국통상학전공은 이러한 수요에 부응하여, 유창한 중국어 구사 능력을 바탕으로, 이론과 실무 능력을 겸비한 중국통상 전문 인력 양성을 교육목표로 합니다. 이를 위해, 중국어 및 중국의 경제, 정치, 사회, 문화 등 각 방면의 다양하고 수준 높은 지식을 배우고, 이를 토대로 대 중국 무역과 투자와 관련된 중국통상 실무지식을 겸비하도록 합니다."
중국통상학전공,주전공,"전공필수과목은 18학점, 전공선택과목은 48점 이상 이수해야 하며, 전공학점은 66점 이상이어야 합니다. 2012학년도 이후 입학자부터는 중국어능력시험 졸업인증을 필수적으로 요구됩니다. (新HSK 5급 195점 이상 / BCT(듣기·읽기) 620점 이상)"
중국통상학전공,복수전공,"전공필수과목은 15학점, 전공선택과목은 24점 이상 이수해야 하며, 전공학점은 39점 이상이어야 합니다. 2012학년도 이후 입학자부터는 중국어능력시험 졸업인증을 필수적으로 요구됩니다. (新HSK 5급 195점 이상 / BCT(듣기·읽기) 620점 이상)"
중국통상학전공,복전,"전공필수과목은 15학점, 전공선택과목은 24점 이상 이수해야 하며, 전공학점은 39점 이상이어야 합니다. 2012학년도 이후 입학자부터는 중국어능력시험 졸업인증을 필수적으로 요구됩니다. (新HSK 5급 195점 이상 / BCT(듣기·읽기) 620점 이상)"
중국통상학전공,부전공,"중국통상학전공 전공과목 중 21학점 이상 이수해야 합니다. 이수권장과목은 중국어독해, 중한회화연습2, 국제통상개론, 동아시아근현대사, 중국문학과문화입니다."
중국통상학전공,2학년 전공,"중국통상학전공 2학년 전공수업 목록은 아래와 같습니다.
[1학기] 동아시아근현대사(전필·3), 거시경제의이해(전필·3), 중급중국어1(전선·3), 중급중국어연습1(전선·3), 인물과중국(전선·3), 한국정치경제의이해(전선·3), 한국어의이해2(전선·3)
[2학기] 국제통상개론(전필·3), 중급중국어2(전선·3), 중급중국어연습2(전선·3), 중국사상과역사(전선·3), 중국현지조사(전선·3), 한국사회문화의이해(전선·3), 한국어표현1(전선·3), 중국지역문화(전선·3)"
중국통상학전공,3학년 전공,"중국통상학전공 3학년 전공수업 목록은 아래와 같습니다.
[1학기] 중한독해(전필·3), 중한회화연습1(전선·3), 중국정치사회론(전선·3), 중국경제론(전선·3), 한중문화비교론(전선·3), 동아시아문화비교론(전선·3), 시사한국어(전선·3), 중국대외경제관계론(전선·3)
[2학기]중국어능력시험(전필·0), 중한회화연습2(전필·3), 중국문학과문화(전필·3), 영상중국어(전선·3), 중국시장마케팅론(전선·3), 무역실무와e트레이드(전선·3), 아시아태평양시장마케팅론(전선·3), 한국어표현2(전선·3)"
중국통상학전공,4학년 전공,"중국통상학전공 4학년 전공수업 목록은 아래와 같습니다.
[1학기] 졸업연구및진로1(전선·3), 실용중국어작문(전선·3), 경제신문독해(전선·3), 시장조사실습(전선·3), 한중기업경영론(전선·3), 무역영어(전선·3), 한류와문화사업(전선·3)
[2학기] 졸업연구및진로2(전선·3), 시사중국어(전선·3), 통상회화연습(전선·3), 중한번역연습(전선·3), 동아시아산업과금융(전선·3), 한중관계론(전선·3), 중국과세계(전선·3), 한중비즈니스창업론(전선·3)"
중국통상학전공,전공,"중국통상학전공 전학년 전공수업 목록은 아래와 같습니다.
[1학년 1학기] 영미문학의세계(전선·3), 영어학의세계(전선·3), 일본사회의이해(전선·3), 일본어A1(전선·3), 세계화와국제관계(전선·3), 중국어입문(전선·3), 시장경제의원리(전선·3), 한국어의이해1(전선·3)
[1학년 2학기] 영어의활용(전선·3), 영문번역의첫걸음(전선·3), 어휘활용:빅데이터분석(전선·3), 일본문화(전선·3), 일본어A2(전선·3), 현대중국의이해(전선·3), 초급중국어(전선·3), 한국어와한국문화(전선·3)
[2학년 1학기] 동아시아근현대사(전필·3), 거시경제의이해(전필·3), 중급중국어1(전선·3), 중급중국어연습1(전선·3), 인물과중국(전선·3), 한국정치경제의이해(전선·3), 한국어의이해2(전선·3)
[2학년 2학기] 국제통상개론(전필·3), 중급중국어2(전선·3), 중급중국어연습2(전선·3), 중국사상과역사(전선·3), 중국현지조사(전선·3), 한국사회문화의이해(전선·3), 한국어표현1(전선·3), 중국지역문화(전선·3)
[3학년 1학기] 중한독해(전필·3), 중한회화연습1(전선·3), 중국정치사회론(전선·3), 중국경제론(전선·3), 한중문화비교론(전선·3), 동아시아문화비교론(전선·3), 시사한국어(전선·3), 중국대외경제관계론(전선·3)
[3학년 2학기]중국어능력시험(전필·0), 중한회화연습2(전필·3), 중국문학과문화(전필·3), 영상중국어(전선·3), 중국시장마케팅론(전선·3), 무역실무와e트레이드(전선·3), 아시아태평양시장마케팅론(전선·3), 한국어표현2(전선·3)
[4학년 1학기] 졸업연구및진로1(전선·3), 실용중국어작문(전선·3), 경제신문독해(전선·3), 시장조사실습(전선·3), 한중기업경영론(전선·3), 무역영어(전선·3), 한류와문화사업(전선·3)
[4학년 2학기] 졸업연구및진로2(전선·3), 시사중국어(전선·3), 통상회화연습(전선·3), 중한번역연습(전선·3), 동아시아산업과금융(전선·3), 한중관계론(전선·3), 중국과세계(전선·3), 한중비즈니스창업론(전선·3)"
역사학과,조교실 정보 좀,"역사학과 조교실 정보는 아래와 같습니다.
위치 : 집현관 915호 / 전화 : 02-3408-3305"
역사학과,과사무실,"역사학과 과사무실 정보는 아래와 같습니다.
위치 : 집현관 915호 / 전화 : 02-3408-3305"
역사학과,과사무실 위치,역사학과 과사무실 위치는 집현관 915호입니다.
역사학과,과사무실 전화번호,역사학과 전화번호는 02-3408-3305입니다.
역사학과,학과 홈페이지,"역사학과 홈페이지입니다.
역사학과 : http://home.sejong.ac.kr/~histdpt/"
역사학과,학과 공지사항,"역사학과에서 제공하는 학과 공지사항입니다.
역사학과 학과 공지사항 : http://home.sejong.ac.kr/~histdpt/6.html"
역사학과,학과 자료실,"역사학과에서 제공하는 자료실입니다.
역사학과 자료실 : http://home.sejong.ac.kr/~histdpt/5.html"
역사학과,전공소개,"역사학을 과거의 사실만을 다루는 진부한 학문만으로 생각하는 경향이 있으나, 역사학의 진정한 가치는 현재와 미래를 진단하고 예측하는 데에 있습니다. 즉, 과거의 역사를 연구함으로써 올바른 역사인식을 갖도록 하며 이를 통하여 현대적인 좌표와 미래적인 방향을 설정토록 하는 것을 공통적인 목표로 하면서 역사학과의 학문 영역은 지역을 중심으로 한국사·동양사·서양사의 3개 분야로 구분하고 있습니다. 각 분야별로 고대에서 최근세에 이르기까지의 시대사를 강의하며, 상급 학년에서는 강독 · 특강 · 연습 · 특수사 등의 과목을 개설하여 역사적 사실을 분석 · 비판 · 구성할 수 있는 능력을 함양시킵니다."
역사학과,주전공,"전공필수과목은 15학점, 전공선택과목은 45점 이상 이수해야 하며, 전공학점은 60점 이상이어야 합니다."
역사학과,복수전공,"전공필수과목은 15학점, 전공선택과목은 24점 이상 이수해야 하며, 전공학점은 39점 이상이어야 합니다."
역사학과,복전,"전공필수과목은 15학점, 전공선택과목은 24점 이상 이수해야 하며, 전공학점은 39점 이상이어야 합니다."
역사학과,부전공,"역사학과 전공과목 중 21학점 이상 이수해야 합니다. 이수권장과목은 한국고대사, 역사학개론, 한국근세사, 서양근대사, 한국근대사입니다."
역사학과,1학년 전공,"역사학과 1학년 전공수업 목록은 아래와 같습니다.
[1학기] 역사학개론(전필·3), 한국사의기본인식(전선·3), 인류의선사문화(전선·3)
[2학기] 문화유적현장실습1(전필·3), 역사와우리민족(전선·3), 한국의문화유산(전선·3)"
역사학과,2학년 전공,"역사학과 2학년 전공수업 목록은 아래와 같습니다.
[1학기] 한국고대사(전필·3), 동아시아고대사(전선·3), 서양고대사(전선·3)
[2학기] 문화유적현장실습2(전필·3), 한국중세사(전선·3), 동아시아중세사(전선·3), 서양중세사(전선·3)"
역사학과,3학년 전공,"역사학과 3학년 전공수업 목록은 아래와 같습니다.
[1학기] 서양근세문화사(전필·3), 한국근세사(전선·3), 동아시아근세사(전선·3), 역사교과교육론(전선·3), 역사논리및논술(전선·3)
[2학기] 문화유적현장실습3(전필·3), 한국근대사(전필·3), 서양근대사(전선·3), 동아시아근대사(전선·3), 역사교과교재연구및지도법(전선·3), 박물관과큐레이션실습(전선·3)"
역사학과,4학년 전공,"역사학과 4학년 전공수업 목록은 아래와 같습니다.
[1학기] 졸업연구및진로1(전선·1), 쟁점한국사(전선·3), 쟁점동양사(전선·3), 쟁점서양사(전선·3)
[2학기] 졸업연구및진로2(전선·1), 서양사학사(전선·3), 한국사상·문화사(전선·3), 20세기현대사(전선·3)"
