intent,query,answer
2023학년도 입학자  계열별필수 학문기초교양,프로그래밍활용 - C,"해당 과목은 안내에 따른 학기 중에 이수해야 한다.
1학년 1학기 : 전자정보 계열 학과
1학년 2학기 : 기계공학과, 우주항공공학과, 양자원자력공학과, 국방시스템공학과"
2023학년도 입학자  계열별필수 학문기초교양,고급프로그래밍 활용,"해당 과목은 안내에 따른 학기 중에 이수해야 한다.
1학년 1학기 : 소프트웨어융합(디자인이노베이션전공·만화애니메이션텍전공 제외) 계열 학과
1학년 2학기 : 자연과학 계열 학과, 건축공학과, 건설환경공학과, 지구자원시스템공학과"
2023학년도 입학자  계열별필수 학문기초교양,인공지능과 빅데이터,"해당 과목은 안내에 따른 학기 중에 이수해야 한다.
2학년 1학기 : 인문과학, 자연과학(수학통계학과 제외), 생명과학(바이오융합공학과 제외), 전자정보, 소프트웨어융합 계열 학과, 법학 계열 학과, 행정학과, 건설환경공학과, 항공시스템공학과
2학년 2학기 : 경영경제, 호텔관광, 예체능, 미디어커뮤니케이션학과, 수학통계학과"
2023학년도 입학자  계열별필수 학문기초교양,인공지능활용,"해당 과목은 안내에 따른 학기 중에 이수해야 한다.
2학년 2학기 : 국어국문학과, 바이오융합공학"
2023학년도 입학자  계열별필수 학문기초교양,고급인공지능활용,"해당 과목은 안내에 따른 학기 중에 이수해야 한다.
2학년 1학기 : 환경에너지공간융합학과, 지구자원시스템공학과, 우주항공공학과, 국방시스템공학과
2학년 2학기 : 데이터사이언스학과, 인공지능학과, 건축공학, 건축학, 건설환경공학과, 기계공학과, 나노신소재공학과, 양자원자력공학과"
2023학년도 입학자  계열별필수 학문기초교양,기초미적분학,"해당 과목은 안내에 따른 학기 중에 이수해야 한다.
1학년 1학기 : 경제학과, 스마트생명산업융학과, 컴퓨터공학과, 정보보호학과, 소프트웨어학과, 인공지능학과, 환경에너지공간융합학과"
2023학년도 입학자  계열별필수 학문기초교양,미적분학1,"해당 과목은 안내에 따른 학기 중에 이수해야 한다.
1학년 1학기 : 자연과학, 전자정보, 공학(건축학과·환영에너지공간융학과 제외) 계열 학과, 데이터사이언스학과, 지능기전공학과"
2023학년도 입학자  계열별필수 학문기초교양,미적분학2,"해당 과목은 안내에 따른 학기 중에 이수해야 한다.
1학년 2학기 : 자연과학, 공학(건축학과·환영에너지공간융학과 제외) 계열 학과"
2023학년도 입학자  계열별필수 학문기초교양,공업수학1,"해당 과목은 안내에 따른 학기 중에 이수해야 한다.
1학년 2학기 : 전자정보, 정보보호·소프트웨어융합(디자인이노베이션·만화애니메이션텍 제외) 계열 학과
2학년 1학기 : 공과(건축학과 제외) 계열 학과"
2023학년도 입학자  계열별필수 학문기초교양,공업수학2,전자정보·건축학과를 제외한 공과 계열 학과는 2학년 2학기 때 이수해야 한다.
2023학년도 입학자  계열별필수 학문기초교양,통계학개론,"해당 과목은 안내에 따른 학기 중에 이수해야 한다. A가 붙은 학과는 1학기 2학기에 통계학개론, 일반생물학 중 1과목을 이수해야 한다.
1학년 1학기 : 건축학과
1학년 2학기 : 경제학과, 화학과(A), 데이터사이언스학과
2학년 2학기 : 소프트웨어학과, 환경에너지공간융합학과
3학년 1학기 : 건축공학과"
2023학년도 입학자  계열별필수 학문기초교양,일반물리학1,"해당 과목은 안내에 따른 학기 중에 이수해야 한다.
1학년 1학기 : 전자정보, 소프트웨어융합(소프트웨어학과·디자인이노베이션학과·만화애니메이션텍학과 제외), 공학(건축공학과·건축학과 제외) 계열 학과
2학년 1학기 : 건축공학과"
2023학년도 입학자  계열별필수 학문기초교양,일반물리학2,"해당 과목은 안내에 따른 학기 중에 이수해야 한다.
1학년 2학기 : 전자정보, 공학(건축공학과·건축학과·건설환경공학과·환경에너지공간융합학과 제외) 계열 학과
2학년 2학기 : 건축공학과"
2023학년도 입학자  계열별필수 학문기초교양,일반화학1,"해당 과목은 안내에 따른 학기 중에 이수해야 한다.
1학년 1학기 : 생명과학 계열 학과, 화학과, 건설환경공학과, 환경에너지공간융합학과, 지구자원시스템공학과, 나노신소재공학과·, 양자원자력공학과
1학년 2학기 : 전자정보 계열 학과
2학년 1학기 : 건축공학과, 기계공학과, 우주항공공학과"
2023학년도 입학자  계열별필수 학문기초교양,일반화확2,"해당 과목은 안내에 따른 학기 중에 이수해야 한다.
1학년 2학기 : 생명과학 계열 학과, 화학과, 환경에너지공간융합학과, 나노신소재공학과"
2023학년도 입학자  계열별필수 학문기초교양,일반생물학,"해당 과목은 안내에 따른 학기 중에 이수해야 한다. A가 붙은 학과는 1학기 2학기에 통계학개론, 일반생물학 중 1과목을 이수해야 한다.
1학년 2학기 : 화학과(A), 정보보호학과, 환경에너지공간융합학과"
