intent,query,answer
회화과,4학년 전공,"회화과 4학년 전공수업 목록은 아래와 같습니다.
[1학기] 한.종합실기1(전필·3), 서.종합실기1(전필·3), 한.종합실기3(전선·2), 서.종합실기3(전선·2), 사진과회화 (전선·1)
[2학기] 졸업작품(P/NP(전필·0), 한.종합실기2(전필·3), 서.종합실기2(전필·3), 한.종합실기4(전선·2), 서.종합실기4(전선·2)"
회화과,전공,"회화과 전학년 전공수업 목록은 아래와 같습니다.
[1학년 1학기] 기초회화1(전필·2), 기초한국화1(전필·2), 기초소묘(전선·2), 서양미술사1(전선·2)
[1학년 2학기] 기초회화2(전필·2), 기초한국화2(전필·2), 드로잉(전선·2), 동양미술사(전선·2)
[2학년 1학기] 인물화(전필·3), 기초서양화1(전필·3), 수묵화(전선·2), 유화기법1(전선·2), 한국미술사(전선·2), 공간연구(전선·2), 컴퓨터드로잉1(전선·2)
[2학년 2학기] 한.표현기법(전필·3), 기초서양화2(전필·3), 채색화(전선·2), 유화기법2(전선·2), 서양미술사2(전선·2), 미술비평(전선·2), 컴퓨터드로잉2(전선·2)
[3학년 1학기] 한국화1(전필·3), 유화1(전필·3), 한.현대회화(전선·2), 서.현대회화(전선·2), 현대미술론(전선·2), 멀티미디어와회화1(전선·2), 미술교과교육론(전선·2)
[3학년 2학기] 한국화2(전필·3), 유화2(전필·3), 현대산수연구(전선·2), 서.복합매체기법(전선·2), 멀티미디어와회화2(전선·2), 미술논리및논술(전선·2), 미술교과교재연구및지도법(전선·2), 판화(전선·2)
[4학년 1학기] 한.종합실기1(전필·3), 서.종합실기1(전필·3), 한.종합실기3(전선·2), 서.종합실기3(전선·2), 사진과회화 (전선·1)
[4학년 2학기] 졸업작품(P/NP(전필·0), 한.종합실기2(전필·3), 서.종합실기2(전필·3), 한.종합실기4(전선·2), 서.종합실기4(전선·2)"
패션디자인학과,조교실 정보 좀,"패션디자인학과 조교실 정보는 아래와 같습니다.
위치 : 군자관 202호 / 전화 : 02-3408-3665"
패션디자인학과,과사무실,"패션디자인학과 과사무실 정보는 아래와 같습니다.
위치 : 군자관 202호 / 전화 : 02-3408-3665"
패션디자인학과,과사무실 위치,패션디자인학과 과사무실 위치는 군자관 202호입니다.
패션디자인학과,과사무실 전화번호,패션디자인학과 과사무실 전화번호는 02-3408-3665입니다.
패션디자인학과,홈페이지,"패션디자인학과 홈페이지입니다.
패션디자인학과 : http://home.sejong.ac.kr/~fasdpt/"
패션디자인학과,학과소개,패션디자인학과는 현재 급속도로 변화하는 패션산업에 부응하는 미의식과 창의력의 함양 및 자유로운 표현 능력의 배양과 국제적 감각을 지닌 패션전문 인력 양성을 교육목표로 합니다.
패션디자인학과,주전공,"전공필수과목은 27학점, 전공선택과목은 45점 이상 이수해야 하며, 전공학점은 72점 이상이어야 합니다."
패션디자인학과,복수전공,"전공필수과목은 15학점, 전공선택과목은 24점 이상 이수해야 하며, 전공학점은 39점 이상이어야 합니다."
패션디자인학과,복전,"전공필수과목은 15학점, 전공선택과목은 24점 이상 이수해야 하며, 전공학점은 39점 이상이어야 합니다."
패션디자인학과,부전공,"패션디자인학과 전공과목 중에서 21학점 이상 이수해야 합니다. 이수권장과목은 응용패턴종합설계, 패션디자인, 창작패션일러스트레이션, 패션디자인프로모션, 창작패턴종합설계입니다."
패션디자인학과,1학년 전공,"패션디자인학과 1학년 전공수업 목록은 아래와 같습니다.
[1학기] 기초패턴설계(전필·3), 패션디자인기초(전선·3)
[2학기] 패션컴퓨터그래픽(전필·3), 응용패턴종합설계(전필·3)"
패션디자인학과,2학년 전공,"패션디자인학과 2학년 전공수업 목록은 아래와 같습니다.
[1학기] 텍스타일캡스톤디자인(전필·3), 패션디자인(전필·3), 고급패턴종합설계(전선·3), 모델드로잉(전선·3), 서양복식사(전선·3), 염색공예(전선·3), 패션과색채(전선·3), 한국의복구성(전선·3)
[2학기] 소재캡스톤디자인(전필·3), 기초패션드레이핑(전선·3), 의상교과교재연구및지도법(전선·3), 창작패션일러스트레이션(전선·3), 특수의상캡스톤디자인(전선·3), 패션브랜드캡스톤디자인(전선·3), 패션상품기획(전선·2)"
패션디자인학과,3학년 전공,"패션디자인학과 3학년 전공수업 목록은 아래와 같습니다.
[1학기] 고급패션드레이핑(전필·3), 기초니트종합설계(전선·3), 남성복캡스톤디자인(전선·3), 남성복패턴설계(전선·3), 디지털패션종합설계(전선·3), 비주얼머천다이징(전선·2), 의상교과교육론(전선·3), 패션디자인프로모션(전선·3), 패션디스플레이(전선·3)
[2학기] 창작의상캡스톤디자인(전필·3), 니트캡스톤디자인(전선·3), 디지털패션캡스톤디자인(전선·3), 의상논리및논술(전선·3), 테일러링(전선·3), 패턴CAD(전선·3), 패션악세서리캡스톤디자인(전선·3)"
패션디자인학과,4학년 전공,"패션디자인학과 4학년 전공수업 목록은 아래와 같습니다.
[1학기] 고급패턴제작(전선·3), 창작패턴종합설계(전선·3), 패션디자인세미나(전선·2), 패션마케팅(전선·2), 패션소재기획종합설계(전선·3), 패션컬렉션종합설계(전선·3)
[2학기] 졸업작품(P/NP)(전필·0), 예술의상종합설계(전선·3), 패션머천다이징(전선·2), 패션산업체인턴쉽(전선·3), 패션포트폴리오종합설계(전선·3), 패션코디네이션종합설계(전선·3)"
패션디자인학과,전공,"패션디자인학과 전학년 전공수업 목록은 아래와 같습니다.
[1학년 1학기] 기초패턴설계(전필·3), 패션디자인기초(전선·3)
[1학년 2학기] 패션컴퓨터그래픽(전필·3), 응용패턴종합설계(전필·3)
[2학년 1학기] 텍스타일캡스톤디자인(전필·3), 패션디자인(전필·3), 고급패턴종합설계(전선·3), 모델드로잉(전선·3), 서양복식사(전선·3), 염색공예(전선·3), 패션과색채(전선·3), 한국의복구성(전선·3)
[2학년 2학기] 소재캡스톤디자인(전필·3), 기초패션드레이핑(전선·3), 의상교과교재연구및지도법(전선·3), 창작패션일러스트레이션(전선·3), 특수의상캡스톤디자인(전선·3), 패션브랜드캡스톤디자인(전선·3), 패션상품기획(전선·2)
[3학년 1학기] 고급패션드레이핑(전필·3), 기초니트종합설계(전선·3), 남성복캡스톤디자인(전선·3), 남성복패턴설계(전선·3), 디지털패션종합설계(전선·3), 비주얼머천다이징(전선·2), 의상교과교육론(전선·3), 패션디자인프로모션(전선·3), 패션디스플레이(전선·3)
[3학년 2학기] 창작의상캡스톤디자인(전필·3), 니트캡스톤디자인(전선·3), 디지털패션캡스톤디자인(전선·3), 의상논리및논술(전선·3), 테일러링(전선·3), 패턴CAD(전선·3), 패션악세서리캡스톤디자인(전선·3)
[4학년 1학기] 고급패턴제작(전선·3), 창작패턴종합설계(전선·3), 패션디자인세미나(전선·2), 패션마케팅(전선·2), 패션소재기획종합설계(전선·3), 패션컬렉션종합설계(전선·3)
[4학년 2학기] 졸업작품(P/NP)(전필·0), 예술의상종합설계(전선·3), 패션머천다이징(전선·2), 패션산업체인턴쉽(전선·3), 패션포트폴리오종합설계(전선·3), 패션코디네이션종합설계(전선·3)"
음악과,조교실 정보 좀,"음악과 조교실 정보는 아래와 같습니다.
위치 : 모짜르트홀 102호 / 전화 : 02-3408-3324"
음악과,과사무실,"음악과 과사무실 정보는 아래와 같습니다.
위치 : 모짜르트홀 102호 / 전화 : 02-3408-3324"
음악과,과사무실 위치,음악과 과사무실 위치는 모짜르트홀 102호입니다.
음악과,과사무실 전화번호,음악과 과사무실 전화번호는 02-3408-3324입니다.
음악과,홈페이지,"음악과 홈페이지입니다.
음악과 : http://home.sejong.ac.kr/~musicdpt/"
음악과,학과소개,"음악과는 전공 실기 및 다양한 음악 이론 수업을 통해 학생이 훌륭한 음악인으로 성장하도록 지도하고, 교양과목 및 예술 일반에 관한 지식을 습득하여 폭넓은 시야를 지닌 전문 예술인으로서의 자질을 갖추도록 함을 목적으로 합니다. "
음악과,주전공,"전공필수과목은 24학점, 전공선택과목은 42점 이상 이수해야 하며, 전공학점은 66점 이상이어야 합니다."
음악과,복수전공,"전공필수과목은 15학점, 전공선택과목은 24점 이상 이수해야 하며, 전공학점은 39점 이상이어야 합니다."
음악과,복전,"전공필수과목은 15학점, 전공선택과목은 24점 이상 이수해야 하며, 전공학점은 39점 이상이어야 합니다."
음악과,부전공,음악과 전공과목 중에서 21학점 이상 이수해야 합니다.
음악과,1학년 전공,"음악과 1학년 전공수업 목록은 아래와 같습니다.
[1학기] 전공실기1(전필·1), 연주1(전필·2), 오케스트라및앙상블1(전선·3), 합창1(전선·1), 체임버뮤직1(전선·3), 현악합주1(전선·3), 관악합주1(전선·3), 시창청음1(전선·3), 딕션1(전선·2), 피아노교수법(전선·3), 실용음악가사론(전선·3), 리듬과양식(전선·3), 기초악전및컴퓨터사보(전선·3), 실용음악감상법(전선·3), 실용음악합주1(전선·3)
[2학기] 전공실기2(전필·1), 연주2(전필·2), 오케스트라및앙상블2(전선·3), 합창2(전선·1), 체임버뮤직2(전선·3), 현악합주2(전선·2), 관악합주2(전선·3), 시창청음2(전선·3), 딕션2(전선·2), 컴퓨터음악1(전선·3), 대중음악사(전선·3), 실용음악화성학1(전선·3), 실용음악합주2(전선·3), 발성과발음(전선·3)"
음악과,2학년 전공,"음악과 2학년 전공수업 목록은 아래와 같습니다.
[1학기] 전공실기3(전필·1), 연주3(전필·2), 오케스트라및앙상블3(전선·3), 합창3(전선·1), 체임버뮤직3(전선·3), 현악합주3(전선·2), 관악합주3(전선·3), 화성법및대위법1(전선·3), 피아노문헌1(전선·3), 딕션3(전선·2), 컴퓨터음악2(전선·3), 리듬연구(전선·3), 실용건반화성(전선·3), 실용음악합주3(전선·3), 레코딩실습1(전선·3)
[2학기] 전공실기4(전필·1), 연주4(전필·2), 오케스트라및앙상블4(전선·3), 합창4(전선·1), 체임버뮤직4(전선·3), 현악합주4(전선·2), 관악합주4(전선·3), 화성법및대위법2(전선·3), 피아노문헌2(전선·3), 딕션4(전선·2), 컴퓨터음악3(전선·3), 실용음악화성학2(전선·3), 재즈피아노(전선·3), 실용음악합주4(전선·3), 레코딩실습2(전선·3)"
음악과,3학년 전공,"음악과 3학년 전공수업 목록은 아래와 같습니다.
[1학기] 전공실기5(전필·1), 연주5(전필·2), 오케스트라및앙상블5(전선·3), 합창5(전선·1), 체임버뮤직5(전선·3), 현악합주5(전선·2), 관악합주5(전선·3), 성악문헌1(전선·3), 음악사1(전선·3), 음악교과교육론(전선·3), 관현악문헌(전선·3), 퍼포먼스워크샵1(전선·3), 실용음악분석법1(전선·3), 음악극워크샵(전선·3), 실용음악합주5(전선·3), 레코딩실습3(전선·3), 실용음악편곡법(전선·3)
[2학기] 전공실기6(전필·1), 연주6(전필·2), 오케스트라및앙상블6(전선·3), 합창6(전선·1), 체임버뮤직6(전선·3), 현악합주6(전선·2), 관악합주6(전선·3), 성악문헌2(전선·3), 음악사2(전선·3), 음악교과교재연구및지도법(전선·3), 음악논리및논술(전선·3), 퍼포먼스워크샵2(전선·3), 월드뮤직연구(전선·3), 실용음악분석법2(전선·3), 실용음악합주6(전선·3), 레코딩실습4(전선·3)"
음악과,4학년 전공,"음악과 4학년 전공수업 목록은 아래와 같습니다.
[1학기] 전공실기7(전필·1), 연주7(전필·2), 오케스트라및앙상블7(전선·3), 체임버뮤직7(전선·3), 현악합주7(전선·2), 관악합주7(전선·3), 반주문헌1(전선·3), 오페라워크샵1(전선·1), 음악분석(전선·3), 즉흥연주기법(전선·3), 실용음악공연워크샵1(전선·3), 실용음악합주7(전선·3), 퍼포먼스워크샵3(전선·3), Djing(전선·3), 재즈음악사(전선·3)
[2학기] 졸업작품(P/NP)(전필·0), 전공실기8(전필·1), 연주8(전필·2), 오케스트라및앙상블8(전선·3), 체임버뮤직8(전선·3), 현악합주8(전선·2), 관악합주8(전선·3), 반주문헌2(전선·3), 오페라워크샵2(전선·1), 지휘법(전선·2), 실용음악공연워크샵2(전선·3), 실용음악합주8(전선·3), 퍼포먼스워크샵4(전선·3), 영상음악실기(전선·3), 실용음악제작(전선·3), 뮤직비지니스(전선·3)"
음악과,전공,"음악과 전학년 전공수업 목록은 아래와 같습니다.
[1학년 1학기] 전공실기1(전필·1), 연주1(전필·2), 오케스트라및앙상블1(전선·3), 합창1(전선·1), 체임버뮤직1(전선·3), 현악합주1(전선·3), 관악합주1(전선·3), 시창청음1(전선·3), 딕션1(전선·2), 피아노교수법(전선·3), 실용음악가사론(전선·3), 리듬과양식(전선·3), 기초악전및컴퓨터사보(전선·3), 실용음악감상법(전선·3), 실용음악합주1(전선·3)
[1학년 2학기] 전공실기2(전필·1), 연주2(전필·2), 오케스트라및앙상블2(전선·3), 합창2(전선·1), 체임버뮤직2(전선·3), 현악합주2(전선·2), 관악합주2(전선·3), 시창청음2(전선·3), 딕션2(전선·2), 컴퓨터음악1(전선·3), 대중음악사(전선·3), 실용음악화성학1(전선·3), 실용음악합주2(전선·3), 발성과발음(전선·3)
[2학년 1학기] 전공실기3(전필·1), 연주3(전필·2), 오케스트라및앙상블3(전선·3), 합창3(전선·1), 체임버뮤직3(전선·3), 현악합주3(전선·2), 관악합주3(전선·3), 화성법및대위법1(전선·3), 피아노문헌1(전선·3), 딕션3(전선·2), 컴퓨터음악2(전선·3), 리듬연구(전선·3), 실용건반화성(전선·3), 실용음악합주3(전선·3), 레코딩실습1(전선·3)
[2학년 2학기] 전공실기4(전필·1), 연주4(전필·2), 오케스트라및앙상블4(전선·3), 합창4(전선·1), 체임버뮤직4(전선·3), 현악합주4(전선·2), 관악합주4(전선·3), 화성법및대위법2(전선·3), 피아노문헌2(전선·3), 딕션4(전선·2), 컴퓨터음악3(전선·3), 실용음악화성학2(전선·3), 재즈피아노(전선·3), 실용음악합주4(전선·3), 레코딩실습2(전선·3)
[3학년 1학기] 전공실기5(전필·1), 연주5(전필·2), 오케스트라및앙상블5(전선·3), 합창5(전선·1), 체임버뮤직5(전선·3), 현악합주5(전선·2), 관악합주5(전선·3), 성악문헌1(전선·3), 음악사1(전선·3), 음악교과교육론(전선·3), 관현악문헌(전선·3), 퍼포먼스워크샵1(전선·3), 실용음악분석법1(전선·3), 음악극워크샵(전선·3), 실용음악합주5(전선·3), 레코딩실습3(전선·3), 실용음악편곡법(전선·3)
[3학년 2학기] 전공실기6(전필·1), 연주6(전필·2), 오케스트라및앙상블6(전선·3), 합창6(전선·1), 체임버뮤직6(전선·3), 현악합주6(전선·2), 관악합주6(전선·3), 성악문헌2(전선·3), 음악사2(전선·3), 음악교과교재연구및지도법(전선·3), 음악논리및논술(전선·3), 퍼포먼스워크샵2(전선·3), 월드뮤직연구(전선·3), 실용음악분석법2(전선·3), 실용음악합주6(전선·3), 레코딩실습4(전선·3)
[4학년 1학기] 전공실기7(전필·1), 연주7(전필·2), 오케스트라및앙상블7(전선·3), 체임버뮤직7(전선·3), 현악합주7(전선·2), 관악합주7(전선·3), 반주문헌1(전선·3), 오페라워크샵1(전선·1), 음악분석(전선·3), 즉흥연주기법(전선·3), 실용음악공연워크샵1(전선·3), 실용음악합주7(전선·3), 퍼포먼스워크샵3(전선·3), Djing(전선·3), 재즈음악사(전선·3)
[4학년 2학기] 졸업작품(P/NP)(전필·0), 전공실기8(전필·1), 연주8(전필·2), 오케스트라및앙상블8(전선·3), 체임버뮤직8(전선·3), 현악합주8(전선·2), 관악합주8(전선·3), 반주문헌2(전선·3), 오페라워크샵2(전선·1), 지휘법(전선·2), 실용음악공연워크샵2(전선·3), 실용음악합주8(전선·3), 퍼포먼스워크샵4(전선·3), 영상음악실기(전선·3), 실용음악제작(전선·3), 뮤직비지니스(전선·3)"
체육학과,조교실 정보 좀,"체육학과 조교실 정보는 아래와 같습니다.
위치 : 용덕관 114호 / 전화 : 02-3408-3325"
체육학과,과사무실,"체육학과 과사무실 정보는 아래와 같습니다.
위치 : 용덕관 114호 / 전화 : 02-3408-3325"
체육학과,과사무실 위치,체육학과 과사무실 위치는 용덕관 114호입니다.
체육학과,과사무실 전화번호,체육학과 과사무실 전화번호는 02-3408-3325입니다.
체육학과,홈페이지,"체육학과 홈페이지입니다.
체육학과 : http://home.sejong.ac.kr/~pedpt/"
체육학과,공지사항,"체육학과에서 제공하는 학과 공지사항입니다.
체육학과 학과 공지사항 : http://home.sejong.ac.kr/~pedpt/5.html"
체육학과,취업정보,"체육학과에서 제공하는 취업정보입니다.
체육학과 : http://home.sejong.ac.kr/~pedpt/7.html"
체육학과,학사내규,"체육학과에서 제공하는 학사내규입니다.
체육학과 학사내규 : http://home.sejong.ac.kr/~pedpt/12.html"
체육학과,학과소개,학과는 전문화된 심오한 이론과 체계적이고 과학적인 실기훈련을 통하여 체육지도자로서의 품격을 함양시키고 교사ㆍ교수ㆍ운동처방사ㆍ스포츠 경영사 등의 인재 육성에 중점을 두고 있습니다.
체육학과,주전공,"전공필수과목은 21학점, 전공선택과목은 44점 이상 이수해야 하며, 전공학점은 65점 이상이어야 합니다."
체육학과,복수전공,"전공필수과목은 15학점, 전공선택과목은 24점 이상 이수해야 하며, 전공학점은 39점 이상이어야 합니다."
체육학과,복전,"전공필수과목은 15학점, 전공선택과목은 24점 이상 이수해야 하며, 전공학점은 39점 이상이어야 합니다."
체육학과,부전공,체육학과 전공과목 중에서 21학점 이상 이수해야 합니다.
체육학과,1학년 전공,"체육학과 2학년 전공수업 목록은 아래와 같습니다.
[1학기] 체육철학(전필·3), 스포츠의학입문(전선·3), 체육측정평가(전선·3), 구기스포츠(전선·2), 스포츠경영학(전선·3)
[2학기] 인체해부학(전선·3), 체육사(전선·3), 스포츠와미디어(전선·3), 체력육성실습(전선·3), 특수체육(전선·3), 뉴스포츠의이해(전선·3)"
체육학과,2학년 전공,"체육학과 2학년 전공수업 목록은 아래와 같습니다.
[1학기] 체육철학(전필·3), 스포츠의학입문(전선·3), 체육측정평가(전선·3), 구기스포츠(전선·2), 스포츠경영학(전선·3)
[2학기] 인체해부학(전선·3), 체육사(전선·3), 스포츠와미디어(전선·3), 체력육성실습(전선·3), 특수체육(전선·3), 뉴스포츠의이해(전선·3)"
체육학과,3학년 전공,"체육학과 3학년 전공수업 목록은 아래와 같습니다.
[1학기] 운동생리학(전필·3), 체육심리학(전필·3), 스포츠행정학(전선·3), 스포츠산업론(전선·3), 레저스포츠1(전선·2), 스포츠특강1(전선·2), 체육교과교육론(전선·3)
[2학기] 트레이닝방법론(전필·3), 스포츠영양학(전선·3), 운동기능학(전선·3), 레저스포츠2(전선·2), 스포츠특강2(전선·2), 체육논리및논술(전선·3), 체육교과교재연구및지도법(전선·3)"
체육학과,4학년 전공,"체육학과 4학년 전공수업 목록은 아래와 같습니다.
[1학기] 스포츠마케팅(전필·3), 스포츠재활(전선·3), 스포츠과학실험법(전선·3), 코우치학(전선·3)
[2학기] 졸업시험(P/NP)(전필·0), 체육학연구법(전선·3), 비교체육학(전선·3), 운동처방(전선·3), 학교보건(전선·3)"
체육학과,전공,"체육학과 전학년 전공수업 목록은 아래와 같습니다.
[1학년 1학기] 체육원리(전필·3), 운동과건강(전선·3), 기초종목실기(전선·2), 골프(전선·2)
[1학년 2학기] 체육사회학(전필·3), 건강증진학(전선·3), 라켓스포츠(전선·2), 여가레크레이션(전선·3)
[2학년 1학기] 체육철학(전필·3), 스포츠의학입문(전선·3), 체육측정평가(전선·3), 구기스포츠(전선·2), 스포츠경영학(전선·3)
[2학년 2학기] 인체해부학(전선·3), 체육사(전선·3), 스포츠와미디어(전선·3), 체력육성실습(전선·3), 특수체육(전선·3), 뉴스포츠의이해(전선·3)
[3학년 1학기] 운동생리학(전필·3), 체육심리학(전필·3), 스포츠행정학(전선·3), 스포츠산업론(전선·3), 레저스포츠1(전선·2), 스포츠특강1(전선·2), 체육교과교육론(전선·3)
[3학년 2학기] 트레이닝방법론(전필·3), 스포츠영양학(전선·3), 운동기능학(전선·3), 레저스포츠2(전선·2), 스포츠특강2(전선·2), 체육논리및논술(전선·3), 체육교과교재연구및지도법(전선·3)
[4학년 1학기] 스포츠마케팅(전필·3), 스포츠재활(전선·3), 스포츠과학실험법(전선·3), 코우치학(전선·3)
[4학년 2학기] 졸업시험(P/NP)(전필·0), 체육학연구법(전선·3), 비교체육학(전선·3), 운동처방(전선·3), 학교보건(전선·3)"
무용과,조교실 정보 좀,"무용과 조교실 정보는 아래와 같습니다.
위치 : 용덕관 403호 / 전화 : 02-3408-3326"
무용과,과사무실,"무용과 과사무실 정보는 아래와 같습니다.
위치 : 용덕관 403호 / 전화 : 02-3408-3326"
무용과,과사무실 위치,무용과 과사무실 위치는 용덕관 403호입니다.
무용과,과사무실 전화번호,무용과 과사무실 전화번호는 02-3408-3326입니다.
무용과,홈페이지,"무용과 홈페이지입니다.
무용과 : http://home.sejong.ac.kr/~dancedpt/"
무용과,공지사항,"무용과에서 제공하는 학과 공지사항입니다.
무용과 학과 공지사항 : http://home.sejong.ac.kr/~dancedpt/5.html"
무용과,학과소개,무용교육은 이론과 예술적 지도능력을 향상시키는 데 주력하는바 무용과 학생들에게 무용교육론의 방법과 창의력을 위주로 창작교육에 심혈을 기울이고 있습니다. 이는 무용교육을 통하여 인간정서의 순화와 심신을 발달시킴으로써 건강하고 품격 높은 무용예술의 전문가로 육성하는데 궁극적인 목적을 가지고 있습니다.
무용과,주전공,"전공필수과목은 22학점, 전공선택과목은 44점 이상 이수해야 하며, 전공학점은 66점 이상이어야 합니다."
무용과,복수전공,"전공필수과목은 15학점, 전공선택과목은 24점 이상 이수해야 하며, 전공학점은 39점 이상이어야 합니다."
무용과,복전,"전공필수과목은 15학점, 전공선택과목은 24점 이상 이수해야 하며, 전공학점은 39점 이상이어야 합니다."
무용과,부전공,"무용과 전공과목 중에서 21학점 이상 이수해야 하며, 실기과목을 12학점 이상 이수해야 합니다."
무용과,1학년 전공,"무용과 1학년 전공수업 목록은 아래와 같습니다.
[1학기] 한국전통무용기교훈련1(전필·1), 한국창작무용기교훈련1(전필·1), 워크샵1(전필·1), 모던댄스1(전필·1), 발레테크닉1(전필·1), 발레레파토리1(전필·1), 한국전통무용기본1(전필·2), 현대무용기본1(전필·2), 발레기초1(전필·2), 레파토리(전선·2), 신체요법(전선·2), 전통타악실기(전선·2), 무용작품분석(전선·2)
[2학기] 한국전통무용기교훈련2(전필·1), 한국창작무용기교훈련2(전필·1), 워크샵2(전필·1), 모던댄스2(전필·1), 발레테크닉2(전필·1), 발레레파토리2(전필·1), 한국전통무용기본2(전필·2), 현대무용기본2(전필·2), 발레기초2(전필·2), 안무법(전선·2), 현대무용사(전선·2), 한국무용음악분석(전선·2), 발레와필라테스(전선·2)"
무용과,2학년 전공,"무용과 2학년 전공수업 목록은 아래와 같습니다.
[1학기] 전통춤기교실습1(전필·1), 창작춤기교실습1(전필·1), 워크샵3(전필·1), 모던댄스3(전필·1), 발레테크닉3(전필·1), 발레레파토리3(전필·1), 발레사(전선·2), 동작분석(전선·2), 무용구성법(전선·2), 한국무용표현법(전선·2), 즉흥(전선·2), 신무용기법(전선·2)
[2학기] 전통춤기교실습2(전필·1), 창작춤기교실습2(전필·1), 워크샵4(전필·1), 모던댄스4(전필·1), 발레테크닉4(전필·1), 발레레파토리4(전필·1), 궁중정재(전선·2), 무용실습(전선·2), 무용사회학(전선·2), 무용제작실습(전선·1), 무용기반융합예술프로그램개발(전선·2), 오디션실습(전선·2)"
무용과,3학년 전공,"무용과 3학년 전공수업 목록은 아래와 같습니다.
[1학기] 한국전통무용안무1(전필·1), 한국창작무용안무1(전필·1), 고급현대무용1(전필·1), 컨템포러리댄스1(전필·1), 발레테크닉5(전필·1), 발레레파토리5(전필·1), 무용음악(전선·2), 한국무용창작기법(전선·2), 발레공연과실습(전선·2), 발레교수법1·2·3·4단계(전선·2), 체육교과교육론(전선·3), 컨템포러리발레1(전선·1), 발레워크샵1(전선·2), 춤과미디어(전선·2), 무용교육론(전선·3), 무용교수학습방법(전선·3)
[2학기] 한국전통무용안무2(전필·1), 한국창작무용안무2(전필·1), 고급현대무용2(전필·1), 컨템포러리댄스2(전필·1), 발레테크닉6(전필·1), 발레레파토리6(전필·1), 무용비평(전선·2), 캐릭터댄스(전선·2), 분장법(전선·2), 체육교과교재연구및지도법(전선·3), 체육논리및논술(전선·3), 컨템포러리발레2(전선·1), 발레워크샵2(전선·2), 무용교수법(전선·3)"
